location,information,sales_price
Yıldırım - Davutdede Mahallesi,Daire | 2+1 | 5. Kat | 140 m²,12.000 TL
Osmangazi - Doğanbey Mahallesi,Daire | 3+1 | 19. Kat | 150 m²,23.000 TL32.500 TL
Osmangazi - Dikkaldırım Mahallesi,Daire | 3+1 | Bahçe katı | 125 m²,20.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 5. Kat | 65 m²,14.500 TL
Nilüfer - Görükle Mahallesi,Daire | 1+1 | Çatı katı | 65 m²,15.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,24.500 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,13.000 TL
Osmangazi - Doğanbey Mahallesi,Daire | 2+1 | 3. Kat | 112 m²,27.000 TL
Gemlik - Osmaniye Mahallesi,Daire | 3+1 | 2. Kat | 110 m²,13.000 TL
Osmangazi - Yunuseli Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,24.000 TL
Osmangazi - Doğanbey Mahallesi,Daire | 2+1 | 7. Kat | 95 m²,28.000 TL
Nilüfer - Kültür Mahallesi,Daire | 3+1 | 2. Kat | 150 m²,30.000 TL
Nilüfer - Kültür Mahallesi,Daire | 3+1 | Bahçe katı | 130 m²,25.000 TL
Mudanya - Eğerce Mahallesi,Daire | 3+1 | 2. Kat | 101 m²,16.500 TL20.000 TL
Yıldırım - Beyazıt Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,16.000 TL
Yıldırım - Yeşil Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,15.000 TL
Yıldırım - Maltepe Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,15.000 TL
Yıldırım - Maltepe Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,15.000 TL
İnegöl - Mahmudiye Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,18.000 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 3+1 | 4. Kat | 165 m²,30.000 TL
Gemlik - Hisar Mahallesi,Daire | 3+1 | 4. Kat | 145 m²,18.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 2. Kat | 60 m²,14.000 TL
Nilüfer - Esentepe Mahallesi,Daire | 1+1 | Çatı katı | 120 m²,35.000 TL
Osmangazi - Hamitler Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 120 m²,12.000 TL
Osmangazi - Demirtaş Cumhuriyet Mahallesi,Daire | 4+1 | 3. Kat | 220 m²,25.000 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,19.000 TL
Nilüfer - Çalı Mahallesi,Daire | 2+1 | Yüksek giriş | 70 m²,14.000 TL
Gemlik - Cumhuriyet Mahallesi,Daire | 3+1 | 5. Kat | 140 m²,23.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 3. Kat | 60 m²,15.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 1. Kat | 67 m²,16.000 TL
Nilüfer - Balkan Mahallesi,Daire | 3+1 | 3. Kat | 189 m²,28.000 TL
Gemlik - Cumhuriyet Mahallesi,Daire | 3+1 | 7. Kat | 150 m²,25.000 TL
Osmangazi - Bahar Mahallesi,Daire | 2+1 | 2. Kat | 125 m²,15.000 TL16.000 TL
Mudanya - Güzelyalı Burgaz Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,25.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 1. Kat | 60 m²,15.500 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 3+1 | 1. Kat | 72 m²,15.250 TL
Osmangazi - Yahşibey Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,18.000 TL21.500 TL
Osmangazi - Selimiye Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,12.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 1. Kat | 75 m²,13.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,17.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+0 | 3. Kat | 60 m²,13.500 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 6. Kat | 90 m²,30.000 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 3+1 | 4. Kat | 180 m²,26.000 TL
Yıldırım - Samanlı Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,14.000 TL
Nilüfer - Görükle Mahallesi,Daire | 1+1 | 5. Kat | 80 m²,15.000 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 2+1 | 4. Kat | 85 m²,35.000 TL
İznik - Selçuk Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,18.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,15.000 TL
Nilüfer - Görükle Mahallesi,Daire | 1+1 | 4. Kat | 55 m²,11.000 TL12.000 TL
Gemlik - Dr. Ziya Kaya Mahallesi,Daire | 3+1 | 4. Kat | 130 m²,14.000 TL
Gemlik - Kayhan Mahallesi,Daire | 2+1 | 4. Kat | 130 m²,10.000 TL
Nilüfer - Balkan Mahallesi,Daire | 3+1 | 5. Kat | 183 m²,28.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 4. Kat | 67 m²,16.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 3+1 | 5. Kat | 85 m²,20.000 TL
Osmangazi - Tayakadın Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,15.000 TL
Mudanya - Güzelyalı Eğitim Mahallesi,Daire | 3+1 | Bahçe katı | 126 m²,40.000 TL
Orhangazi - Arapzade Mahallesi,Daire | 3+1 | 1. Kat | 125 m²,24.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 2. Kat | 55 m²,15.500 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 2. Kat | 65 m²,12.000 TL
Nilüfer - 23 Nisan Mahallesi,Daire | 1+1 | 5. Kat | 121 m²,41.000 TL
Nilüfer - Görükle Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,12.500 TL
Nilüfer - Balat Mahallesi,Daire | 1+1 | Bahçe katı | 92 m²,37.000 TL
Nilüfer - Gümüştepe Mahallesi,Daire | 2+1 | 1. Kat | 165 m²,37.000 TL40.000 TL
Nilüfer - Görükle Mahallesi,Daire | Stüdyo | 2. Kat | 35 m²,11.000 TL
Osmangazi - Ulu Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,13.000 TL
Nilüfer - Çamlıca Mahallesi,Daire | 5+1 | 4. Kat | 350 m²,79.000 TL100.000 TL
Nilüfer - Esentepe Mahallesi,Daire | 3+1 | 8. Kat | 150 m²,37.500 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,14.000 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 3+1 | 5. Kat | 185 m²,28.000 TL
İnegöl - Esentepe Mahallesi,Daire | 3+1 | 5. Kat | 140 m²,15.000 TL
Nilüfer - Karaman Mahallesi,Daire | 2+1 | 1. Kat | 115 m²,20.000 TL
İznik - Selçuk Mahallesi,Daire | 3+1 | Yüksek giriş | 90 m²,18.000 TL
Nilüfer - Kızılcıklı Mahallesi,Daire | 3+1 | 2. Kat | 160 m²,25.000 TL
Yıldırım - Namazgah Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,18.500 TL
Osmangazi - Kemerçeşme Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,15.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 2. Kat | 55 m²,13.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 5. Kat | 88 m²,24.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,18.000 TL
Osmangazi - Selimiye Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,15.500 TL
Nilüfer - Görükle Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,13.000 TL15.000 TL
Osmangazi - Selimiye Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,13.500 TL
Osmangazi - İntizam Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,15.000 TL
Osmangazi - Ahmetpaşa Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,14.000 TL
Mudanya - Güzelyalı Burgaz Mahallesi,Daire | 3+1 | 2. Kat | 165 m²,22.000 TL
Nilüfer - Görükle Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,10.000 TL11.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,24.000 TL
Nilüfer - Çalı Mahallesi,Daire | 3+1 | Yüksek giriş | 110 m²,16.000 TL
Osmangazi - Ahmetpaşa Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,17.000 TL
Osmangazi - Soğanlı Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 110 m²,12.000 TL
Osmangazi - Koğukçınar Mahallesi,Daire | 1+1 | 3. Kat | 70 m²,11.000 TL
Osmangazi - Kükürtlü Mahallesi,Daire | 1+1 | Yüksek giriş | 75 m²,10.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,16.000 TL
Osmangazi - Çekirge Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,16.000 TL
Yıldırım - Yediselviler Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,16.000 TL
Yıldırım - Musababa Mahallesi,Daire | 3+1 | 3. Kat | 110 m²,18.000 TL
Kestel - Yeni Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,15.000 TL
Osmangazi - Çekirge Mahallesi,Daire | 2+1 | 1. Kat | 75 m²,15.000 TL
Nilüfer - Beşevler Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,12.000 TL
Osmangazi - Ahmetpaşa Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,12.000 TL
Osmangazi - Çırpan Mahallesi,Daire | 3+1 | 2. Kat | 120 m²,15.000 TL
Yıldırım - Karaağaç Mahallesi,Daire | 2+1 | 5. Kat | 95 m²,10.000 TL11.000 TL
Kestel - Kale Mahallesi,Daire | 2+1 | Yüksek giriş | 120 m²,20.000 TL
Nilüfer - Kuruçeşme Mahallesi,Daire | 1+1 | 1. Kat | 65 m²,16.500 TL
Osmangazi - Ahmetpaşa Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,13.000 TL
Gemlik - Cumhuriyet Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,35.000 TL
Gemlik - Orhaniye Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,15.000 TL
İnegöl - Akhisar Mahallesi,Daire | 3+1 | 4. Kat | 145 m²,27.000 TL
Yıldırım - Şirinevler Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 100 m²,15.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 2. Kat | 65 m²,15.000 TL
Gemlik - Kayhan Mahallesi,Daire | 3+1 | 9. Kat | 120 m²,15.000 TL
Osmangazi - Demirtaş Barbaros Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,32.000 TL
Nilüfer - Üçevler Mahallesi,Daire | 3+1 | 3. Kat | 145 m²,25.500 TL
Yıldırım - Meydancık Mahallesi,Daire | 3+1 | 1. Kat | 110 m²,14.000 TL
Gemlik - Dr. Ziya Kaya Mahallesi,Daire | Stüdyo | 1. Kat | 40 m²,15.000 TL
Gemlik - Dr. Ziya Kaya Mahallesi,Daire | Stüdyo | 2. Kat | 35 m²,15.000 TL
Gemlik - Osmaniye Mahallesi,Daire | 1+1 | Bahçe katı | 75 m²,15.000 TL
Osmangazi - Hamitler Mahallesi,Daire | 3+1 | Kot 3 (-3). Kat | 120 m²,16.500 TL
Nilüfer - Beşevler Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,13.000 TL
Nilüfer - Demirci Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 120 m²,22.000 TL
Osmangazi - Yunuseli Mahallesi,Daire | 3+1 | 5. Kat | 145 m²,30.000 TL
Yıldırım - Yenimahalle Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,13.000 TL
Yıldırım - Karapınar Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,10.000 TL
Mustafakemalpaşa - Çırpan Mahallesi,Daire | 2+1 | 5. Kat | 128 m²,11.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 3. Kat | 65 m²,12.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,18.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 4. Kat | 65 m²,16.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 4. Kat | 60 m²,17.000 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 3+1 | 1. Kat | 243 m²,35.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,17.000 TL
Osmangazi - Hamitler Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 110 m²,12.500 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 2. Kat | 65 m²,15.000 TL17.000 TL
Yıldırım - 152 Evler Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,12.000 TL
Nilüfer - Görükle Mahallesi,Daire | 1+1 | 1. Kat | 58 m²,14.000 TL
Osmangazi - Yenibağlar Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,18.000 TL
Osmangazi - Güneştepe Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,21.000 TL
Osmangazi - Yunuseli Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,20.000 TL
Gemlik - Büyükkumla Mahallesi,Daire | 3+1 | Müstakil | 180 m²,25.000 TL
Gemlik - Büyükkumla Mahallesi,Daire | 3+1 | Müstakil | 180 m²,25.000 TL
Nilüfer - Kültür Mahallesi,Daire | 3+1 | Bahçe katı | 130 m²,25.000 TL
Osmangazi - Akpınar Mahallesi,Daire | 4+1 | 3. Kat | 180 m²,33.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 1. Kat | 65 m²,11.000 TL
İnegöl - Orhaniye Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,25.000 TL
İnegöl - Mahmudiye Mahallesi,Daire | 3.5+1 | 3. Kat | 200 m²,35.000 TL
İnegöl - Cerrah Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,14.000 TL
İnegöl - Yenice Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,16.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 5. Kat | 65 m²,13.000 TL
İnegöl - Esentepe Mahallesi,Daire | 3+1 | 7. Kat | 170 m²,30.000 TL
İnegöl - Orhaniye Mahallesi,Daire | 1+1 | 3. Kat | 50 m²,15.000 TL
Osmangazi - Muradiye Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,19.000 TL
Osmangazi - Santral Garaj Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,15.000 TL
Osmangazi - Bahar Mahallesi,Daire | 1+1 | 4. Kat | 65 m²,16.500 TL
Osmangazi - Çekirge Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,11.000 TL
Nilüfer - Kızılcıklı Mahallesi,Daire | 3+1 | 1. Kat | 171 m²,25.000 TL
Osmangazi - Muradiye Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,19.000 TL
Osmangazi - Selimiye Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,15.000 TL
Mudanya - Güzelyalı Yalı Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,20.000 TL
İnegöl - Karalar Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,12.000 TL
Yıldırım - Karaağaç Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,15.000 TL17.000 TL
Nilüfer - Konak Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,27.500 TL
Nilüfer - Kayapa Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,23.000 TL
Yıldırım - Arabayatağı Mahallesi,Daire | 3+1 | 2. Kat | 110 m²,19.000 TL
Yıldırım - Hacivat Mahallesi,Daire | 3+1 | 2. Kat | 120 m²,16.000 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 3+1 | 2. Kat | 155 m²,33.000 TL
Nilüfer - İhsaniye Mahallesi,Daire | 2+1 | 4. Kat | 85 m²,22.000 TL
Osmangazi - Tuzpazarı Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,15.000 TL
Nilüfer - Görükle Mahallesi,Daire | 1+1 | 4. Kat | 55 m²,15.000 TL
İnegöl - Akhisar Mahallesi,Daire | 1+1 | 1. Kat | 95 m²,11.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 1+1 | 4. Kat | 55 m²,10.500 TL
Osmangazi - Alemdar Mahallesi,Daire | 2+1 | 3. Kat | 108 m²,18.000 TL
Nilüfer - Yolçatı Mahallesi,Daire | 3+1 | 2. Kat | 136 m²,24.000 TL
Osmangazi - Tuzpazarı Mahallesi,Daire | 1 Oda | 2. Kat | 25 m²,9.500 TL
Osmangazi - Hüdavendigar Mahallesi,Daire | 3+1 | 3. Kat | 115 m²,19.000 TL
Gemlik - Balıkpazarı Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,25.000 TL30.000 TL
Osmangazi - Sırameşeler Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,15.000 TL
Osmangazi - Ahmetpaşa Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,15.000 TL
Yıldırım - Fidyekızık Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,30.000 TL
Osmangazi - Ahmetpaşa Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,14.000 TL
Osmangazi - Ahmetpaşa Mahallesi,Daire | 1.5+1 | 1. Kat | 60 m²,12.500 TL
Osmangazi - Ahmetpaşa Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,14.500 TL
Osmangazi - Hamitler Mahallesi,Daire | 3+1 | 1. Kat | 110 m²,13.000 TL
İnegöl - Yeni Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,30.000 TL
Osmangazi - Panayır Mahallesi,Daire | 2+1 | 1. Kat | 120 m²,21.000 TL
Osmangazi - Alipaşa Mahallesi,Daire | Stüdyo | 2. Kat | 60 m²,9.000 TL
Osmangazi - Güneştepe Mahallesi,Daire | 3+1 | 3. Kat | 136 m²,24.000 TL
Osmangazi - İntizam Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,18.000 TL
Nilüfer - Üçevler Mahallesi,Daire | 3+1 | 3. Kat | 145 m²,25.500 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 3+1 | 8. Kat | 150 m²,30.000 TL
Osmangazi - Demirtaş Dumlupınar Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,19.000 TL
Osmangazi - Geçit Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,32.000 TL
Osmangazi - Aktarhüssam Mahallesi,Daire | Stüdyo | 2. Kat | 65 m²,9.500 TL
Nilüfer - Demirci Mahallesi,Daire | 3+1 | 3. Kat | 145 m²,29.500 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 1. Kat | 60 m²,16.000 TL
Orhangazi - Arapzade Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,21.000 TL23.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 2. Kat | 70 m²,12.000 TL
Osmangazi - Kayıhan Mahallesi,Daire | 1+1 | 2. Kat | 85 m²,16.000 TL
Yıldırım - Samanlı Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,8.500 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 3+1 | 2. Kat | 195 m²,36.000 TL
Osmangazi - Yenibağlar Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,13.000 TL
Osmangazi - Kayıhan Mahallesi,Daire | 1+1 | 3. Kat | 85 m²,18.000 TL
Gemlik - Dr. Ziya Kaya Mahallesi,Daire | 2+1 | 3. Kat | 93 m²,13.000 TL
Nilüfer - 30 Ağustos Zafer Mahallesi,Daire | 4+1 | 5. Kat | 190 m²,30.000 TL
Orhaneli - Fevzipaşa Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,1.750 TL
Osmangazi - Sakarya Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,15.000 TL
Gürsu - Yenidoğan Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,8.000 TL9.000 TL
Osmangazi - Demirtaş Cumhuriyet Mahallesi,Daire | 3+1 | 3. Kat | 260 m²,25.000 TL
Osmangazi - Kayıhan Mahallesi,Daire | 1+1 | 4. Kat | 85 m²,15.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 4. Kat | 65 m²,11.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,15.000 TL
Osmangazi - Ahmetpaşa Mahallesi,Daire | 3+1 | 5. Kat | 120 m²,17.000 TL
Osmangazi - Selimiye Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,10.000 TL
Osmangazi - Fatih Mahallesi,Daire | 3+1 | 1. Kat | 120 m²,13.000 TL18.000 TL
Nilüfer - Kayapa Mahallesi,Daire | 3+1 | 2. Kat | 160 m²,30.000 TL
Osmangazi - Selimiye Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,14.500 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 4. Kat | 70 m²,12.500 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 2. Kat | 62 m²,15.000 TL
Nilüfer - Görükle Mahallesi,Daire | 3+1 | 3. Kat | 160 m²,18.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 3. Kat | 60 m²,16.000 TL
Mustafakemalpaşa - Hamidiye Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,18.000 TL
Osmangazi - Kiremitçi Mahallesi,Daire | 4+1 | 9. Kat | 180 m²,27.000 TL35.000 TL
Mustafakemalpaşa - Şeyhmüftü Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,10.000 TL
Nilüfer - Balkan Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,15.000 TL
Osmangazi - Ahmetpaşa Mahallesi,Daire | 2+1 | 1. Kat | 85 m²,13.500 TL
Osmangazi - Altıparmak Mahallesi,Daire | 2+1 | 5. Kat | 85 m²,14.000 TL
Mustafakemalpaşa - Şeyhmüftü Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,10.000 TL
Osmangazi - Selimiye Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,16.000 TL
Osmangazi - İbrahimpaşa Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,13.000 TL14.000 TL
Gemlik - Hamidiye Mahallesi,Daire | 2+1 | 5. Kat | 110 m²,18.000 TL
Nilüfer - Görükle Mahallesi,Daire | Stüdyo | 3. Kat | 75 m²,6.500 TL7.000 TL
Orhaneli - Fevzipaşa Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,9.500 TL
Yıldırım - Kurtoğlu Mahallesi,Daire | 1+1 | 4. Kat | 80 m²,15.000 TL
İnegöl - Süleymaniye Mahallesi,Daire | 2+1 | 5. Kat | 90 m²,15.000 TL
Osmangazi - Çırpan Mahallesi,Daire | 1+1 | Yüksek giriş | 65 m²,15.000 TL
Nilüfer - Işıktepe Mahallesi,Daire | 4+1 | 1. Kat | 180 m²,35.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 1. Kat | 60 m²,15.000 TL
Yıldırım - Kurtoğlu Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,12.000 TL
Nilüfer - Görükle Mahallesi,Daire | Stüdyo | 1. Kat | 60 m²,6.500 TL7.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | Stüdyo | 3. Kat | 50 m²,6.500 TL7.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 3. Kat | 70 m²,20.000 TL
İnegöl - Akhisar Mahallesi,Daire | 1+1 | 2. Kat | 46 m²,12.000 TL
Mudanya - Güzelyalı Yalı Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,20.000 TL
Yenişehir - Alaylı Mahallesi,Daire | 3+1 | 2. Kat | 90 m²,20.000 TL
Nilüfer - Ataevler Mahallesi,Daire | 4+1 | 4. Kat | 240 m²,36.000 TL
Nilüfer - Balat Mahallesi,Daire | 2+1 | 4. Kat | 140 m²,28.000 TL
İnegöl - Kemalpaşa Mahallesi,Daire | 1+1 | Kot 3 (-3). Kat | 65 m²,16.000 TL
Gemlik - Cumhuriyet Mahallesi,Daire | 3+1 | 6. Kat | 150 m²,20.000 TL
Osmangazi - Doğanbey Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,29.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | Kot 2 (-2). Kat | 100 m²,15.000 TL
Yıldırım - Piremir Mahallesi,Daire | 1 Oda | 2. Kat | 35 m²,8.500 TL
Osmangazi - Hocahasan Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,12.000 TL
Osmangazi - Doğanbey Mahallesi,Daire | 2+1 | 12. Kat | 112 m²,25.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 1+1 | 5. Kat | 50 m²,15.000 TL
Nilüfer - Görükle Mahallesi,Daire | Stüdyo | 5. Kat | 50 m²,10.500 TL
Nilüfer - Görükle Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,12.300 TL
İnegöl - Akhisar Mahallesi,Daire | 3+1 | 3. Kat | 155 m²,25.000 TL35.000 TL
Yıldırım - Hacıseyfettin Mahallesi,Daire | 3+1 | 1. Kat | 120 m²,19.000 TL
Osmangazi - Hocahasan Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,15.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 4. Kat | 95 m²,20.000 TL
Nilüfer - Dumlupınar Mahallesi,Daire | 2+1 | 4. Kat | 95 m²,20.000 TL
Osmangazi - Kiremitçi Mahallesi,Daire | 3+1 | 7. Kat | 203 m²,25.000 TL35.000 TL
Osmangazi - Doğanevler Mahallesi,Daire | 3+0 | 2. Kat | 100 m²,15.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 2. Kat | 65 m²,11.000 TL
Nilüfer - Konak Mahallesi,Daire | 2+1 | Bahçe katı | 90 m²,18.500 TL
Mudanya - Güzelyalı Yalı Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,15.000 TL
Osmangazi - Yahşibey Mahallesi,Daire | 2+1 | 5. Kat | 110 m²,17.500 TL20.000 TL
Nilüfer - Fethiye Mahallesi,Daire | 3+1 | Yüksek giriş | 110 m²,23.000 TL
Gürsu - Zafer Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,20.000 TL
Osmangazi - Kuruçeşme Mahallesi,Daire | 1+1 | 1. Kat | 65 m²,12.000 TL
Osmangazi - Hocahasan Mahallesi,Daire | 2+1 | Bahçe katı | 100 m²,10.000 TL
Yenişehir - Çayır Mahallesi,Daire | 1+1 | 1. Kat | 65 m²,19.000 TL
Yıldırım - Maltepe Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,13.000 TL
Nilüfer - Görükle Mahallesi,Daire | 2+1 | 1. Kat | 70 m²,15.000 TL
Osmangazi - Doğanbey Mahallesi,Daire | 3+1 | 6. Kat | 140 m²,25.000 TL
Nilüfer - Hasanağa Mahallesi,Daire | 3+1 | 2. Kat | 275 m²,22.000 TL
