location,information,sales_price
İzmir - Konak,Daire | Stüdyo | Düz Giriş (Zemin) | 45 m²,15.000 TL
Diyarbakır - Kayapınar,Daire | 2+1 | 6. Kat | 95 m²,23.000 TL
Mersin - Mezitli,Daire | 3+1 | 7. Kat | 185 m²,25.000 TL
Ankara - Yenimahalle,Daire | 3+1 | 2. Kat | 100 m²,25.500 TL
İstanbul - Başakşehir,Daire | 2+1 | 3. Kat | 100 m²,15.500 TL
Mersin - Erdemli,Daire | 1+1 | 4. Kat | 65 m²,20.000 TL
Manisa - Akhisar,Daire | 3+1 | 1. Kat | 130 m²,15.000 TL
Konya - Karapınar,Daire | 2.5+1 | Çatı katı | 125 m²,18.000 TL
Kayseri - Kocasinan,Daire | 2+1 | 9. Kat | 120 m²,19.000 TL
Kayseri - Kocasinan,Daire | 2+1 | 9. Kat | 120 m²,19.000 TL
Denizli - Pamukkale,Daire | 2+1 | 1. Kat | 70 m²,14.500 TL
Denizli - Pamukkale,Daire | 2+1 | 1. Kat | 115 m²,19.000 TL
Sakarya - Adapazarı,Daire | 1+1 | 4. Kat | 55 m²,11.000 TL
Samsun - Atakum,Daire | 2+1 | 4. Kat | 115 m²,22.000 TL
Samsun - Atakum,Daire | 3+1 | 4. Kat | 135 m²,25.000 TL
Ankara - Yenimahalle,Daire | 3+1 | 1. Kat | 135 m²,36.000 TL
Antalya - Muratpaşa,Daire | 3+1 | 5. Kat | 150 m²,30.000 TL
Konya - Selçuklu,Daire | 3+1 | 2. Kat | 150 m²,23.000 TL
Adana - Sarıçam,Daire | 1+1 | 12. Kat | 44 m²,10.000 TL
Ankara - Etimesgut,Daire | 3+1 | 7. Kat | 175 m²,65.000 TL
Düzce - Düzce Merkez,Daire | 2+1 | 1. Kat | 170 m²,12.500 TL
İstanbul - Esenyurt,Daire | 1+1 | 19. Kat | 85 m²,15.000 TL
Kırklareli - Kırklareli Merkez,Daire | 1+1 | 2. Kat | 55 m²,15.000 TL
Kırklareli - Kırklareli Merkez,Daire | 2+0 | Yüksek giriş | 75 m²,18.000 TL
İzmir - Karşıyaka,Daire | 2+1 | 2. Kat | 88 m²,38.000 TL
Ankara - Yenimahalle,Daire | 3+1 | 5. Kat | 110 m²,25.000 TL
Mersin - Yenişehir,Daire | 1+1 | Yüksek giriş | 70 m²,16.000 TL
Kocaeli - Darıca,Daire | 3+2 | 3. Kat | 220 m²,29.000 TL
Kayseri - Talas,Daire | 3+1 | 14. Kat | 135 m²,13.000 TL
Kastamonu - Kastamonu Merkez,Daire | 2+1 | 6. Kat | 115 m²,16.500 TL
Kastamonu - Kastamonu Merkez,Daire | 2+1 | 2. Kat | 95 m²,15.100 TL
Ankara - Yenimahalle,Daire | 3+1 | 3. Kat | 150 m²,27.000 TL
Çanakkale - Çanakkale Merkez,Daire | 3+1 | 3. Kat | 130 m²,35.000 TL
Çanakkale - Çanakkale Merkez,Daire | 3+1 | 6. Kat | 180 m²,54.000 TL
Sakarya - Arifiye,Daire | 3+1 | 4. Kat | 135 m²,15.000 TL
İzmir - Konak,Daire | 3+1 | 3. Kat | 135 m²,35.000 TL
İzmir - Buca,Daire | 2+1 | 4. Kat | 120 m²,26.000 TL
İstanbul - Esenyurt,Daire | 3+1 | 9. Kat | 135 m²,35.000 TL
Bursa - Yıldırım,Daire | 3+1 | 1. Kat | 185 m²,17.000 TL
İzmir - Karşıyaka,Daire | 2+1 | 1. Kat | 85 m²,29.500 TL
Ankara - Çankaya,Daire | 5+1 | 4. Kat | 300 m²,115.000 TL
Bolu - Bolu Merkez,Daire | 1+1 | 2. Kat | 60 m²,15.000 TL
Bursa - Orhangazi,Daire | 2+1 | 1. Kat | 95 m²,18.000 TL
Antalya - Kepez,Daire | 1+1 | 3. Kat | 100 m²,17.500 TL
Ankara - Sincan,Daire | 3+1 | 1. Kat | 120 m²,23.000 TL
Ankara - Sincan,Daire | 3+1 | 1. Kat | 125 m²,27.000 TL
İstanbul - Kartal,Daire | 3+1 | Yüksek giriş | 130 m²,24.000 TL
İstanbul - Pendik,Daire | 3+1 | 2. Kat | 125 m²,34.000 TL
İstanbul - Pendik,Daire | 3+1 | 3. Kat | 100 m²,32.000 TL
Ankara - Keçiören,Daire | 3+1 | 2. Kat | 135 m²,23.000 TL
İstanbul - Kadıköy,Daire | 3+1 | 10. Kat | 145 m²,135.000 TL
Malatya - Yeşilyurt,Daire | 3+1 | 1. Kat | 215 m²,24.000 TL
Malatya - Yeşilyurt,Daire | 2+1 | Yüksek giriş | 140 m²,21.000 TL
Mardin - Artuklu,Daire | 3+1 | Düz Giriş (Zemin) | 170 m²,11.000 TL
İstanbul - Sancaktepe,Daire | 1+1 | 5. Kat | 70 m²,29.000 TL
İstanbul - Esenler,Daire | 1+1 | 6. Kat | 90 m²,38.000 TL
Denizli - Pamukkale,Daire | 2+1 | 3. Kat | 65 m²,12.000 TL
Mardin - Artuklu,Daire | 1+1 | 1. Kat | 80 m²,14.000 TL
Balıkesir - Edremit,Daire | 3+1 | 2. Kat | 135 m²,17.999 TL
Muğla - Yatağan,Daire | 2+1 | 4. Kat | 90 m²,15.000 TL
İzmir - Menderes,Daire | 2+1 | Düz Giriş (Zemin) | 105 m²,30.000 TL
Afyonkarahisar - Afyonkarahisar Merkez,Daire | 1+1 | 4. Kat | 60 m²,10.000 TL
Afyonkarahisar - Afyonkarahisar Merkez,Daire | 3+1 | 1. Kat | 120 m²,25.500 TL
Sakarya - Erenler,Daire | 2+1 | 2. Kat | 95 m²,23.000 TL
İstanbul - Kadıköy,Daire | 4+1 | 6. Kat | 200 m²,75.000 TL
Antalya - Alanya,Daire | 2+1 | 2. Kat | 90 m²,18.000 TL
Antalya - Alanya,Daire | 5+1 | Çatı katı | 300 m²,55.000 TL
Ankara - Etimesgut,Daire | 1+1 | 2. Kat | 58 m²,18.000 TL
Sakarya - Adapazarı,Daire | 3+1 | 2. Kat | 140 m²,22.000 TL
Samsun - Atakum,Daire | 1+1 | 5. Kat | 55 m²,15.500 TL
Samsun - Atakum,Daire | 1+1 | Düz Giriş (Zemin) | 55 m²,13.000 TL
İstanbul - Bayrampaşa,Daire | 1+1 | 2. Kat | 65 m²,19.500 TL
İstanbul - Bayrampaşa,Daire | 2+1 | Düz Giriş (Zemin) | 80 m²,24.500 TL
İstanbul - Bayrampaşa,Daire | 2+1 | Yüksek giriş | 90 m²,28.500 TL
Ankara - Mamak,Daire | 2+1 | 1. Kat | 90 m²,23.000 TL
Kocaeli - Başiskele,Daire | 2+1 | 2. Kat | 105 m²,23.000 TL
Antalya - Alanya,Daire | 2+1 | Düz Giriş (Zemin) | 95 m²,12.000 TL
İstanbul - Arnavutköy,Daire | 2+1 | Çatı katı | 90 m²,22.000 TL
Tekirdağ - Süleymanpaşa,Daire | 2+1 | Yüksek giriş | 80 m²,16.000 TL
Ankara - Sincan,Daire | 3+1 | 8. Kat | 150 m²,15.000 TL
İzmir - Buca,Daire | 3+1 | 4. Kat | 130 m²,36.500 TL
Kocaeli - Gebze,Daire | 2+1 | Yüksek giriş | 100 m²,18.000 TL
İstanbul - Ataşehir,Daire | 3+1 | 1. Kat | 145 m²,32.000 TL
Aydın - Kuşadası,Daire | 2+1 | 3. Kat | 75 m²,40.000 TL
Aydın - Kuşadası,Daire | 2+1 | Yüksek giriş | 85 m²,20.000 TL
Aydın - Kuşadası,Daire | 2+1 | 4. Kat | 95 m²,18.000 TL
İzmir - Güzelbahçe,Daire | 3+1 | Bahçe katı | 260 m²,160.000 TL
Adana - Seyhan,Daire | 1+1 | 2. Kat | 65 m²,22.000 TL
Ankara - Çankaya,Daire | 3+1 | 1. Kat | 120 m²,42.000 TL
Ankara - Çankaya,Daire | 3+1 | Düz Giriş (Zemin) | 150 m²,40.000 TL
Ankara - Çankaya,Daire | Stüdyo | Düz Giriş (Zemin) | 50 m²,33.000 TL
Muğla - Dalaman,Daire | 2+1 | 2. Kat | 105 m²,20.000 TL
Balıkesir - Bandırma,Daire | 2+1 | Yüksek giriş | 120 m²,16.500 TL
Afyonkarahisar - Afyonkarahisar Merkez,Daire | 2+0 | 1. Kat | 45 m²,10.000 TL
Afyonkarahisar - Afyonkarahisar Merkez,Daire | 2+0 | 2. Kat | 45 m²,10.000 TL
Tekirdağ - Çorlu,Daire | 4+1 | 5. Kat | 185 m²,20.000 TL
Bursa - Yıldırım,Daire | 2+1 | Düz Giriş (Zemin) | 85 m²,13.000 TL
Manisa - Soma,Daire | 2+1 | 4. Kat | 130 m²,15.250 TL
Eskişehir - Tepebaşı,Daire | 1+1 | 2. Kat | 60 m²,15.000 TL
İstanbul - Beyoğlu,Daire | 2+1 | 5. Kat | 130 m²,30.500 TL
Kocaeli - İzmit,Daire | 1+1 | 3. Kat | 65 m²,15.500 TL
İstanbul - Beşiktaş,Daire | 2+1 | 2. Kat | 80 m²,40.000 TL
Ankara - Çankaya,Daire | Stüdyo | 2. Kat | 26 m²,16.500 TL
Samsun - Canik,Daire | 2+1 | 5. Kat | 115 m²,15.000 TL
Ankara - Çankaya,Daire | Stüdyo | 3. Kat | 32 m²,18.000 TL
İstanbul - Bayrampaşa,Daire | 1+1 | 3. Kat | 50 m²,18.000 TL
İstanbul - Bahçelievler,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,20.000 TL
İstanbul - Sultangazi,Daire | 2+1 | 2. Kat | 100 m²,23.000 TL
Ankara - Çankaya,Daire | Stüdyo | Düz Giriş (Zemin) | 32 m²,18.300 TL
İstanbul - Kadıköy,Daire | 2+1 | 7. Kat | 96 m²,50.000 TL
Denizli - Pamukkale,Daire | 4+1 | Çatı katı | 150 m²,15.000 TL
Muğla - Bodrum,Daire | 2+1 | Bahçe katı | 90 m²,28.000 TL
İstanbul - Fatih,Daire | 2+1 | 4. Kat | 85 m²,45.000 TL
Muğla - Köyceğiz,Daire | 3+1 | Düz Giriş (Zemin) | 130 m²,30.000 TL
Düzce - Düzce Merkez,Daire | 1+1 | 1. Kat | 60 m²,10.500 TL
Düzce - Düzce Merkez,Daire | 2+1 | 3. Kat | 70 m²,17.000 TL
İzmir - Urla,Daire | 4+1 | 2. Kat | 140 m²,50.000 TL
Bursa - Nilüfer,Daire | 1+1 | 5. Kat | 55 m²,15.000 TL
Düzce - Düzce Merkez,Daire | 1+1 | 7. Kat | 45 m²,10.000 TL
İstanbul - Sancaktepe,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,14.000 TL
Ankara - Çankaya,Daire | 3+1 | Yüksek giriş | 150 m²,27.500 TL
İzmir - Güzelbahçe,Daire | 3+1 | 3. Kat | 150 m²,75.000 TL
Ankara - Keçiören,Daire | 3+1 | Düz Giriş (Zemin) | 110 m²,17.500 TL
Denizli - Pamukkale,Daire | 1 Oda | Çatı katı | 70 m²,8.000 TL
Bursa - Yıldırım,Daire | 3+1 | 10. Kat | 150 m²,23.000 TL
Adana - Çukurova,Daire | 2+1 | 1. Kat | 130 m²,21.000 TL
İzmir - Bergama,Daire | 2+1 | Yüksek giriş | 70 m²,17.500 TL
Bursa - Nilüfer,Daire | 1+1 | Bahçe katı | 65 m²,13.000 TL
İstanbul - Ataşehir,Daire | 2+1 | 3. Kat | 85 m²,23.500 TL
İstanbul - Büyükçekmece,Daire | 3+1 | Çatı katı | 170 m²,55.000 TL
İstanbul - Avcılar,Daire | 1+1 | 8. Kat | 60 m²,32.000 TL
Erzincan - Erzincan Merkez,Daire | 2+1 | 3. Kat | 100 m²,13.500 TL
İstanbul - Beykoz,Daire | 2+1 | 7. Kat | 130 m²,48.000 TL
Çanakkale - Çanakkale Merkez,Daire | 2+1 | 2. Kat | 100 m²,35.000 TL
İstanbul - Kadıköy,Daire | 3+1 | 5. Kat | 130 m²,43.000 TL
Kırklareli - Lüleburgaz,Daire | 1+1 | 3. Kat | 55 m²,18.500 TL
İzmir - Karşıyaka,Daire | 3+1 | 4. Kat | 110 m²,31.000 TL
Adana - Seyhan,Daire | 3+1 | 1. Kat | 160 m²,16.000 TL
Mersin - Yenişehir,Daire | 2+1 | 1. Kat | 75 m²,21.500 TL
Mersin - Yenişehir,Daire | 4+1 | 10. Kat | 200 m²,80.000 TL
Eskişehir - Tepebaşı,Daire | 1+1 | 1. Kat | 55 m²,11.000 TL
Eskişehir - Odunpazarı,Daire | 2+1 | 2. Kat | 80 m²,15.000 TL
İstanbul - Çekmeköy,Daire | 2+1 | Yüksek giriş | 76 m²,35.000 TL
Balıkesir - Edremit,Daire | 3+1 | Çatı Dubleks | 160 m²,30.000 TL
Balıkesir - Karesi,Daire | 2+1 | 6. Kat | 120 m²,12.500 TL
Balıkesir - Altıeylül,Daire | 3+1 | 2. Kat | 150 m²,22.500 TL
Eskişehir - Tepebaşı,Daire | 3+1 | 1. Kat | 135 m²,20.000 TL
Elazığ - Elazığ Merkez,Daire | 3+1 | 6. Kat | 180 m²,22.000 TL
Ordu - Altınordu,Daire | 2+1 | 2. Kat | 115 m²,18.000 TL
Ordu - Altınordu,Daire | 3+1 | 2. Kat | 150 m²,23.000 TL
Tokat - Tokat Merkez,Daire | 2+1 | 4. Kat | 110 m²,14.250 TL
Antalya - Alanya,Daire | 2+1 | 1. Kat | 110 m²,30.000 TL
İstanbul - Beykoz,Daire | 3+1 | Yüksek giriş | 100 m²,19.500 TL
İstanbul - Beykoz,Daire | Stüdyo | 2. Kat | 50 m²,37.500 TL
Hatay - Arsuz,Daire | 1+1 | 2. Kat | 55 m²,16.000 TL
İstanbul - Kartal,Daire | 2+1 | Bodrum Kat | 70 m²,17.500 TL
İstanbul - Kartal,Daire | 3+1 | 2. Kat | 125 m²,30.000 TL
Eskişehir - Odunpazarı,Daire | 2.5+1 | Yüksek giriş | 110 m²,14.000 TL
İstanbul - Bakırköy,Daire | 2+1 | Bahçe katı | 90 m²,25.000 TL
İzmir - Bornova,Daire | 2+1 | 3. Kat | 136 m²,43.000 TL
Mersin - Mezitli,Daire | 2+1 | 2. Kat | 95 m²,18.000 TL
Mersin - Mezitli,Daire | 2+1 | 2. Kat | 120 m²,33.000 TL
Konya - Selçuklu,Daire | 3+1 | 2. Kat | 145 m²,23.000 TL
Diyarbakır - Bağlar,Daire | 2+1 | 2. Kat | 120 m²,8.500 TL
Muğla - Bodrum,Daire | 3+1 | Düz Giriş (Zemin) | 150 m²,70.000 TL
Bursa - Orhangazi,Daire | 2+1 | Kot 1 (-1). Kat | 100 m²,10.000 TL
Tekirdağ - Süleymanpaşa,Daire | 2+1 | 2. Kat | 105 m²,22.000 TL
Tekirdağ - Süleymanpaşa,Daire | 2+1 | 3. Kat | 105 m²,25.500 TL
İstanbul - Sancaktepe,Daire | 1+1 | 1. Kat | 70 m²,28.000 TL
Niğde - Niğde Merkez,Daire | 2+1 | 2. Kat | 100 m²,17.000 TL
Samsun - Bafra,Daire | 2+1 | 4. Kat | 105 m²,15.000 TL
İzmir - Buca,Daire | 1+1 | 2. Kat | 65 m²,19.000 TL
Antalya - Muratpaşa,Daire | 3+1 | 1. Kat | 200 m²,80.000 TL
Diyarbakır - Bağlar,Daire | 2+1 | 2. Kat | 120 m²,8.500 TL
Muğla - Bodrum,Daire | 3+1 | Düz Giriş (Zemin) | 150 m²,70.000 TL
Bursa - Orhangazi,Daire | 2+1 | Kot 1 (-1). Kat | 100 m²,10.000 TL
Tekirdağ - Süleymanpaşa,Daire | 2+1 | 2. Kat | 105 m²,22.000 TL
Tekirdağ - Süleymanpaşa,Daire | 2+1 | 3. Kat | 105 m²,25.500 TL
İstanbul - Sancaktepe,Daire | 1+1 | 1. Kat | 70 m²,28.000 TL
Niğde - Niğde Merkez,Daire | 2+1 | 2. Kat | 100 m²,17.000 TL
Samsun - Bafra,Daire | 2+1 | 4. Kat | 105 m²,15.000 TL
İzmir - Buca,Daire | 1+1 | 2. Kat | 65 m²,19.000 TL
Antalya - Muratpaşa,Daire | 3+1 | 1. Kat | 200 m²,80.000 TL
İstanbul - Üsküdar,Daire | 2+1 | 3. Kat | 95 m²,29.000 TL
İstanbul - Üsküdar,Daire | 2+1 | 1. Kat | 75 m²,30.000 TL
Sakarya - Sapanca,Daire | 3+1 | 1. Kat | 130 m²,20.000 TL
Bursa - Osmangazi,Daire | 2+1 | Düz Giriş (Zemin) | 110 m²,20.000 TL
Konya - Selçuklu,Daire | 3+1 | 7. Kat | 150 m²,20.000 TL
Muğla - Datça,Daire | 2+1 | 2. Kat | 110 m²,30.000 TL
Kocaeli - Başiskele,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,20.000 TL
Tokat - Turhal,Daire | 1+1 | 3. Kat | 55 m²,10.000 TL
İstanbul - Maltepe,Daire | 3+1 | 3. Kat | 120 m²,29.000 TL
Antalya - Gazipaşa,Daire | 2+1 | 4. Kat | 115 m²,17.000 TL
İstanbul - Tuzla,Daire | 3+1 | 1. Kat | 120 m²,31.500 TL
İstanbul - Eyüpsultan,Daire | 2+1 | 5. Kat | 85 m²,36.000 TL
İstanbul - Beşiktaş,Daire | 1+1 | 1. Kat | 50 m²,40.000 TL
İstanbul - Şişli,Daire | 3+1 | 1. Kat | 125 m²,30.000 TL
İzmir - Karabağlar,Daire | 2+0 | 2. Kat | 120 m²,17.000 TL
Tekirdağ - Marmaraereğlisi,Daire | 1+1 | 2. Kat | 80 m²,14.500 TL
İstanbul - Ümraniye,Daire | 1+1 | Bahçe katı | 70 m²,28.000 TL
Kayseri - Melikgazi,Daire | 2+1 | 4. Kat | 100 m²,15.500 TL
Ankara - Çankaya,Daire | 3+1 | 1. Kat | 95 m²,27.000 TL
İstanbul - Bahçelievler,Daire | 1+1 | 3. Kat | 90 m²,23.000 TL
Samsun - Vezirköprü,Daire | 2+1 | 4. Kat | 110 m²,15.500 TL
Bolu - Bolu Merkez,Daire | 2+1 | 3. Kat | 110 m²,18.500 TL
İstanbul - Beylikdüzü,Daire | 2+1 | 8. Kat | 90 m²,27.000 TL
Mersin - Yenişehir,Daire | 1+1 | 10. Kat | 75 m²,22.000 TL
Balıkesir - Edremit,Daire | 2+1 | 1. Kat | 71 m²,19.000 TL
İstanbul - Şişli,Daire | 2+1 | Kot 3 (-3). Kat | 95 m²,30.000 TL
Amasya - Amasya Merkez,Daire | 2+1 | 3. Kat | 105 m²,20.000 TL
Kütahya - Kütahya Merkez,Daire | 1+1 | 3. Kat | 65 m²,8.500 TL
İstanbul - Küçükçekmece,Daire | 2+1 | 1. Kat | 70 m²,38.000 TL
Yozgat - Yozgat Merkez,Daire | 1+1 | 2. Kat | 40 m²,12.500 TL
Yozgat - Yozgat Merkez,Daire | 2+1 | 4. Kat | 55 m²,12.000 TL
Manisa - Turgutlu,Daire | 2+1 | 3. Kat | 105 m²,18.000 TL
Muğla - Menteşe,Daire | Stüdyo | Bodrum Kat | 30 m²,11.000 TL
Karabük - Karabük Merkez,Daire | 3+1 | Düz Giriş (Zemin) | 130 m²,15.000 TL
Bursa - Gürsu,Daire | 3+1 | 2. Kat | 130 m²,18.000 TL
İstanbul - Beyoğlu,Daire | 2.5+1 | Bahçe katı | 100 m²,80.000 TL
İstanbul - Kağıthane,Daire | Stüdyo | 8. Kat | 31 m²,39.000 TL
İstanbul - Kağıthane,Daire | 1+1 | 10. Kat | 62 m²,50.000 TL
İstanbul - Bakırköy,Daire | 4+1 | 1. Kat | 550 m²,160.000 TL
İzmir - Menemen,Daire | 1+1 | Düz Giriş (Zemin) | 55 m²,18.500 TL
İstanbul - Şişli,Daire | Stüdyo | Düz Giriş (Zemin) | 35 m²,21.500 TL
İstanbul - Şişli,Daire | 2+1 | 2. Kat | 60 m²,34.500 TL
İstanbul - Kağıthane,Daire | 2+1 | 1. Kat | 80 m²,30.000 TL
İstanbul - Zeytinburnu,Daire | 2+1 | 3. Kat | 80 m²,18.000 TL
İstanbul - Gaziosmanpaşa,Daire | 3+1 | 3. Kat | 120 m²,25.000 TL
Isparta - Isparta Merkez,Daire | 2+1 | 2. Kat | 50 m²,13.500 TL
Isparta - Isparta Merkez,Daire | 2+0 | 2. Kat | 45 m²,12.000 TL
Isparta - Isparta Merkez,Daire | Stüdyo | Bahçe katı | 370 m²,7.000 TL
İstanbul - Beylikdüzü,Daire | 4+2 | 5. Kat | 165 m²,36.000 TL
İstanbul - Beylikdüzü,Daire | 3+1 | 4. Kat | 130 m²,28.000 TL
Ordu - Altınordu,Daire | 2+1 | 1. Kat | 90 m²,27.000 TL
Ordu - Altınordu,Daire | 1+1 | 1. Kat | 55 m²,13.000 TL
Trabzon - Ortahisar,Daire | 2+1 | Çatı katı | 95 m²,12.000 TL
İstanbul - Esenyurt,Daire | 2+1 | 3. Kat | 90 m²,20.000 TL
Ankara - Çankaya,Daire | 4+1 | 4. Kat | 220 m²,45.000 TL
Ankara - Etimesgut,Daire | 4+1 | 10. Kat | 220 m²,50.000 TL
Muğla - Fethiye,Daire | 1+1 | 2. Kat | 65 m²,21.000 TL
Adana - Çukurova,Daire | 3+1 | 7. Kat | 165 m²,275.000 TL
Osmaniye - Bahçe,Daire | 3+1 | 2. Kat | 185 m²,12.500 TL
Muğla - Marmaris,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,25.000 TL
Balıkesir - Karesi,Daire | 2+1 | 2. Kat | 72 m²,18.500 TL
Balıkesir - Karesi,Daire | 3+1 | 1. Kat | 125 m²,28.300 TL
Balıkesir - Bandırma,Daire | 2+1 | 1. Kat | 90 m²,17.000 TL
Balıkesir - Bandırma,Daire | 1+1 | 4. Kat | 78 m²,13.000 TL
Yalova - Yalova Merkez,Daire | 2+1 | Bahçe katı | 95 m²,18.000 TL
Balıkesir - Bandırma,Daire | 4+1 | 4. Kat | 270 m²,50.000 TL
Yalova - Çiftlikköy,Daire | 2+1 | 1. Kat | 85 m²,20.000 TL
Konya - Selçuklu,Daire | 2+1 | 5. Kat | 130 m²,20.000 TL
Samsun - Atakum,Daire | 1+1 | 5. Kat | 55 m²,13.000 TL
Samsun - Atakum,Daire | 3+1 | 5. Kat | 170 m²,32.000 TL
Samsun - İlkadım,Daire | 3+1 | 5. Kat | 150 m²,24.000 TL
Kocaeli - İzmit,Daire | 3+1 | 4. Kat | 154 m²,35.000 TL
Kocaeli - İzmit,Daire | 3+1 | Bahçe katı | 180 m²,44.000 TL
İzmir - Buca,Daire | 1+1 | 1. Kat | 50 m²,28.000 TL
İstanbul - Tuzla,Daire | 3+1 | Düz Giriş (Zemin) | 105 m²,26.000 TL
İstanbul - Beşiktaş,Daire | 3.5+1 | 2. Kat | 160 m²,245.000 TL
İstanbul - Beşiktaş,Daire | 3+1 | 3. Kat | 160 m²,260.000 TL
Aydın - Nazilli,Daire | 1+1 | Yüksek giriş | 55 m²,10.000 TL
İstanbul - Esenyurt,Daire | 2+1 | 14. Kat | 142 m²,60.000 TL
Muğla - Marmaris,Daire | 2+1 | Yüksek giriş | 110 m²,35.000 TL
İstanbul - Esenyurt,Daire | 2+1 | 14. Kat | 142 m²,60.000 TL
Muğla - Marmaris,Daire | 2+1 | Yüksek giriş | 110 m²,35.000 TL
Muğla - Marmaris,Daire | 2+1 | 1. Kat | 110 m²,35.000 TL
İstanbul - Zeytinburnu,Daire | 3+1 | 6. Kat | 165 m²,80.000 TL
Ordu - Altınordu,Daire | 1+1 | 3. Kat | 55 m²,10.280 TL
Erzurum - Yakutiye,Daire | 1+1 | Bodrum Kat | 90 m²,9.500 TL
İstanbul - Sarıyer,Daire | 2+1 | 4. Kat | 85 m²,90.000 TL
Samsun - Atakum,Daire | 1+1 | 2. Kat | 55 m²,12.900 TL
Antalya - Kepez,Daire | 2+1 | 1. Kat | 95 m²,23.000 TL
Düzce - Düzce Merkez,Daire | 1+1 | 3. Kat | 55 m²,10.000 TL
Düzce - Düzce Merkez,Daire | 2+1 | 1. Kat | 90 m²,15.000 TL
İstanbul - Kartal,Daire | 2+1 | 4. Kat | 80 m²,21.000 TL
İstanbul - Arnavutköy,Daire | 3+1 | 3. Kat | 120 m²,24.000 TL
İstanbul - Pendik,Daire | 2+1 | 6. Kat | 121 m²,40.000 TL
Sivas - Sivas Merkez,Daire | 4+1 | 9. Kat | 175 m²,39.000 TL
İstanbul - Pendik,Daire | 2+1 | 2. Kat | 103 m²,28.500 TL
Manisa - Akhisar,Daire | 3+1 | 2. Kat | 120 m²,13.000 TL
İstanbul - Bağcılar,Daire | 2+1 | 8. Kat | 130 m²,45.000 TL
İstanbul - Kağıthane,Daire | 1+1 | 8. Kat | 55 m²,37.000 TL
İstanbul - Sarıyer,Daire | 2+1 | 7. Kat | 100 m²,50.000 TL
İstanbul - Sarıyer,Daire | 2+1 | 10. Kat | 130 m²,47.000 TL
Düzce - Düzce Merkez,Daire | 1+1 | Düz Giriş (Zemin) | 50 m²,10.000 TL
Düzce - Düzce Merkez,Daire | 2+1 | 4. Kat | 65 m²,15.000 TL
İstanbul - Pendik,Daire | 2+1 | 5. Kat | 90 m²,28.000 TL
Samsun - Atakum,Daire | 2+1 | 3. Kat | 90 m²,25.000 TL
Samsun - Atakum,Daire | 1+1 | 3. Kat | 60 m²,29.000 TL
Balıkesir - Bandırma,Daire | 1+1 | Yüksek giriş | 50 m²,26.000 TL
Balıkesir - Gönen,Daire | 3+1 | 3. Kat | 145 m²,25.000 TL
Bursa - Gemlik,Daire | 2+1 | 4. Kat | 110 m²,11.000 TL
İstanbul - Pendik,Daire | 2+1 | 3. Kat | 100 m²,35.000 TL
Muğla - Ortaca,Daire | 1+1 | Düz Giriş (Zemin) | 50 m²,14.500 TL
İzmir - Aliağa,Daire | 1+1 | 3. Kat | 61 m²,26.000 TL
İstanbul - Beylikdüzü,Daire | 1+1 | 8. Kat | 84 m²,28.000 TL
İstanbul - Pendik,Daire | 1.5+1 | Bahçe katı | 65 m²,32.000 TL
İzmir - Buca,Daire | 1+1 | 3. Kat | 60 m²,19.000 TL
Ordu - Fatsa,Daire | 3+1 | 10. Kat | 160 m²,25.000 TL
Ordu - Fatsa,Daire | 3+1 | 1. Kat | 140 m²,16.000 TL
Ordu - Fatsa,Daire | 3+1 | 16. Kat | 160 m²,20.000 TL
Ordu - Altınordu,Daire | 2+2 | 1. Kat | 125 m²,25.000 TL
Bursa - Nilüfer,Daire | 3+1 | 4. Kat | 140 m²,25.000 TL
Bursa - Nilüfer,Daire | 3+1 | 2. Kat | 150 m²,27.000 TL
İstanbul - Büyükçekmece,Daire | 2+1 | 3. Kat | 110 m²,21.000 TL
İstanbul - Ataşehir,Daire | 2+1 | Bahçe katı | 100 m²,30.750 TL
Ankara - Yenimahalle,Daire | 3+1 | 4. Kat | 125 m²,35.000 TL
İstanbul - Maltepe,Daire | 2+1 | Çatı katı | 70 m²,27.000 TL
İstanbul - Ataşehir,Daire | 2+1 | Yüksek giriş | 85 m²,37.000 TL
Antalya - Kepez,Daire | 2+1 | 2. Kat | 100 m²,23.000 TL
Antalya - Kepez,Daire | 2+1 | 3. Kat | 100 m²,30.000 TL
Antalya - Muratpaşa,Daire | 1+1 | 1. Kat | 70 m²,20.000 TL
Bursa - Nilüfer,Daire | 2+1 | 4. Kat | 90 m²,15.500 TL
Bursa - Nilüfer,Daire | 3+1 | 1. Kat | 135 m²,32.500 TL
Antalya - Kepez,Daire | 2+1 | Düz Giriş (Zemin) | 95 m²,13.000 TL
Mersin - Mezitli,Daire | 1+1 | 8. Kat | 82 m²,20.000 TL
Antalya - Serik,Daire | 3+1 | 4. Kat | 135 m²,18.000 TL
Tekirdağ - Çorlu,Daire | 1+1 | 2. Kat | 55 m²,14.500 TL
Balıkesir - Ayvalık,Daire | 4+1 | 3. Kat | 170 m²,40.000 TL
Aydın - Didim,Daire | 2+1 | 2. Kat | 110 m²,26.000 TL
Antalya - Kepez,Daire | 4+1 | Müstakil | 210 m²,30.000 TL
İstanbul - Tuzla,Daire | 2+1 | 2. Kat | 100 m²,35.000 TL
