location,information,sales_price
Seydikemer - Gerişburnu Mahallesi,Daire | 3+1 | Çatı Dubleks | 135 m²,16.000 TL
Bodrum - Gündoğan Mahallesi,Daire | 3.5+1 | Düz Giriş (Zemin) | 200 m²,150.000 TL
Seydikemer - Zorlar Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 120 m²,38.000 TL
Datça - İskele Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 55 m²,25.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 3+1 | 2. Kat | 170 m²,22.000 TL
Bodrum - Yokuşbaşı Mahallesi,Daire | 1+1 | Bahçe katı | 65 m²,25.000 TL
Bodrum - Gölköy Mahallesi,Daire | 2+1 | 2. Kat | 65 m²,40.000 TL
Milas - Meşelik Mahallesi,Daire | 3+1 | Bahçe dublex | 200 m²,250.000 TL300.000 TL
Marmaris - Turgut Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,18.000 TL
Bodrum - Turgutreis Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,40.000 TL
Fethiye - Patlangıç Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,26.000 TL
Bodrum - Cevat Şakir Mahallesi,Daire | 6+2 | Müstakil | 672 m²,150.000 TL160.000 TL
Marmaris - Siteler Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,35.000 TL
Yatağan - Konak Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,15.000 TL
Datça - İskele Mahallesi,Daire | 1+1 | Yüksek giriş | 70 m²,25.000 TL
Dalaman - Şerefler Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,21.000 TL
Fethiye - Eldirek Mahallesi,Daire | 2+1 | 1. Kat | 120 m²,20.000 TL
Datça - İskele Mahallesi,Daire | 1.5+1 | Bahçe katı | 70 m²,60.000 TL200.000 TL
Marmaris - Siteler Mahallesi,Daire | 1+1 | 2. Kat | 40 m²,30.000 TL
Marmaris - Yeşilbelde Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,15.000 TL
Bodrum - Yeniköy Mahallesi,Daire | 2+1 | Bahçe dublex | 85 m²,50.000 TL
Bodrum - Karaova Mahallesi,Daire | 3+1 | 2. Kat | 100 m²,25.000 TL
Bodrum - Yalıkavak Mahallesi,Daire | 9+ Oda | Müstakil | 90 m²,900.000 TL
Fethiye - Çamköy Mahallesi,Daire | 3+1 | Bahçe katı | 120 m²,12.000 TL13.000 TL
Ortaca - Karaburun Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,12.500 TL
Ortaca - Karaburun Mahallesi,Daire | 1+1 | Yüksek giriş | 60 m²,12.500 TL
Bodrum - Yokuşbaşı Mahallesi,Daire | 2+1 | Bahçe katı | 60 m²,35.000 TL
Menteşe - Müştakbey Mahallesi,Daire | 3+1 | 2. Kat | 120 m²,28.000 TL30.000 TL
Fethiye - Patlangıç Mahallesi,Daire | 2+1 | Bahçe katı | 85 m²,20.000 TL
Bodrum - Bitez Mahallesi,Daire | 2+1 | Bahçe katı | 80 m²,50.000 TL
Bodrum - Gölköy Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,150.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,25.000 TL
Seydikemer - Belen Mahallesi,Daire | 3+1 | 1. Kat | 110 m²,25.000 TL
Bodrum - Turgutreis Mahallesi,Daire | 2+1 | 1. Kat | 115 m²,75.000 TL85.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | 2. Kat | 70 m²,20.500 TL
Fethiye - Tuzla Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,35.000 TL
Bodrum - Kumbahçe Mahallesi,Daire | 1+1 | 2. Kat | 80 m²,30.000 TL
Dalaman - Ege Mahallesi,Daire | 2+1 | 3. Kat | 75 m²,28.000 TL
Bodrum - Gümbet Mahallesi,Daire | 2+1 | 1. Kat | 85 m²,35.000 TL
Bodrum - Gümbet Mahallesi,Daire | 2+1 | Bahçe katı | 85 m²,40.000 TL
Menteşe - Kötekli Mahallesi,Daire | 2+1 | 1. Kat | 60 m²,28.000 TL
Fethiye - Esenköy Mahallesi,Daire | 2+1 | Bahçe katı | 95 m²,12.000 TL
Seydikemer - Ortaköy Mahallesi,Daire | 4+1 | Düz Giriş (Zemin) | 110 m²,11.000 TL
Dalaman - Karaçalı Mahallesi,Daire | 1+1 | Yüksek giriş | 62 m²,19.000 TL
Fethiye - Esenköy Mahallesi,Daire | 2+1 | Yüksek giriş | 115 m²,15.000 TL17.000 TL
Bodrum - Çiftlik Mahallesi,Daire | 2+1 | Bahçe katı | 80 m²,35.000 TL
Fethiye - Patlangıç Mahallesi,Daire | 3+1 | 1. Kat | 140 m²,35.000 TL
Menteşe - Kötekli Mahallesi,Daire | 1+1 | Bodrum Kat | 47 m²,10.000 TL
Bodrum - Geriş Mahallesi,Daire | 2+1 | Çatı katı | 120 m²,500.000 TL545.000 TL
Bodrum - Yeniköy Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 45 m²,24.000 TL
Fethiye - Menteşeoğlu Mahallesi,Daire | 2+1 | Müstakil | 100 m²,18.000 TL
Bodrum - Gündoğan Mahallesi,Daire | 2+1 | 2. Kat | 130 m²,250.000 TL
Bodrum - Bitez Mahallesi,Daire | 2+1 | Müstakil | 100 m²,40.000 TL
Fethiye - Akarca Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,28.000 TL
Köyceğiz - Gelişim Mahallesi,Daire | 1+1 | 2. Kat | 120 m²,20.000 TL
Bodrum - Bahçelievler Mahallesi,Daire | 2+1 | 1. Kat | 115 m²,83.333 TL
Bodrum - Geriş Mahallesi,Daire | 2+1 | Kot 2 (-2). Kat | 90 m²,45.000 TL
Köyceğiz - Yangı Mahallesi,Daire | 3+1 | 1. Kat | 140 m²,16.000 TL
Bodrum - Turgutreis Mahallesi,Daire | 2+1 | Bahçe katı | 75 m²,35.000 TL
Bodrum - Bahçelievler Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,200.000 TL
Bodrum - Yahşi Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,150.000 TL
Dalaman - Atakent Mahallesi,Daire | 1+1 | 2. Kat | 57 m²,12.000 TL
Marmaris - Siteler Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,35.000 TL
Bodrum - Dirmil Mahallesi,Daire | 3+1 | 2. Kat | 100 m²,100.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,17.000 TL
Fethiye - Tuzla Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 75 m²,30.000 TL
Fethiye - Patlangıç Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,20.000 TL
Fethiye - Nif Mahallesi,Daire | 1+1 | 2. Kat | 70 m²,15.000 TL
Menteşe - Kötekli Mahallesi,Daire | 1 Oda | Bahçe katı | 44 m²,8.800 TL
Fethiye - Tuzla Mahallesi,Daire | 4+1 | 2. Kat | 170 m²,35.000 TL
Fethiye - Patlangıç Mahallesi,Daire | 2+1 | Bahçe katı | 110 m²,20.000 TL
Dalaman - Merkez Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,2.100.000 TL
Fethiye - Pazaryeri Mahallesi,Daire | 1+1 | Bahçe katı | 70 m²,18.500 TL30.000 TL
Bodrum - Karabağ Mahallesi,Daire | 2+1 | Bahçe katı | 75 m²,30.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | Müstakil | 85 m²,17.500 TL19.500 TL
Fethiye - Çamköy Mahallesi,Daire | 2+1 | Yüksek giriş | 120 m²,20.000 TL
Fethiye - Yanıklar Mahallesi,Daire | 2+1 | Bahçe katı | 110 m²,20.000 TL23.000 TL
Ortaca - Beşköprü Mahallesi,Daire | 2+1 | 2. Kat | 126 m²,11.000 TL
Menteşe - Kötekli Mahallesi,Daire | 2+1 | 2. Kat | 60 m²,23.000 TL
Datça - Datça Mahallesi,Daire | 2+1 | Bahçe katı | 70 m²,28.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | Yüksek giriş | 95 m²,17.000 TL
Fethiye - Taşyaka Mahallesi,Daire | 4+2 | 2. Kat | 180 m²,40.000 TL
Fethiye - Akarca Mahallesi,Daire | 2+1 | 1. Kat | 130 m²,45.000 TL
Fethiye - Esenköy Mahallesi,Daire | 4+1 | Çatı Dubleks | 140 m²,21.000 TL
Dalaman - Söğütlüyurt Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,18.000 TL
Dalaman - Karaçalı Mahallesi,Daire | 3+1 | 3. Kat | 170 m²,26.000 TL
Dalaman - Merkez Mahallesi,Daire | 4+1 | 2. Kat | 155 m²,20.000 TL
Dalaman - Hürriyet Mahallesi,Daire | 1+1 | 4. Kat | 67 m²,12.750 TL
Ortaca - Cumhuriyet Mahallesi,Daire | 3+1 | 1. Kat | 140 m²,20.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | 1. Kat | 85 m²,18.000 TL
Marmaris - Tepe Mahallesi,Daire | Stüdyo | 2. Kat | 35 m²,25.000 TL
Köyceğiz - Toparlar Mahallesi,Daire | 3+1 | Yüksek giriş | 120 m²,22.500 TL
Dalaman - Karaçalı Mahallesi,Daire | 1+1 | Kot 1 (-1). Kat | 50 m²,11.000 TL
Dalaman - Atakent Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,15.000 TL
Dalaman - Merkez Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,15.000 TL
Fethiye - Foça Mahallesi,Daire | 3+1 | 3. Kat | 125 m²,17.000 TL
Fethiye - Patlangıç Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,25.000 TL
Bodrum - Bitez Mahallesi,Daire | 4+1 | Düz Giriş (Zemin) | 128 m²,40.000 TL
Fethiye - Menteşeoğlu Mahallesi,Daire | 3+1 | Müstakil | 140 m²,60.000 TL
Fethiye - Kesikkapı Mahallesi,Daire | 3+1 | 1. Kat | 120 m²,35.000 TL
Milas - İsmet Paşa Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,24.000 TL
Bodrum - Kumbahçe Mahallesi,Daire | 1+1 | 1. Kat | 56 m²,27.500 TL
Ortaca - Mergenli Mahallesi,Daire | 2+1 | Yüksek giriş | 85 m²,17.000 TL
Fethiye - Akarca Mahallesi,Daire | 1 Oda | 2. Kat | 65 m²,30.000 TL40.000 TL
Ortaca - Cumhuriyet Mahallesi,Daire | 3+1 | 2. Kat | 115 m²,15.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | Bahçe katı | 90 m²,18.000 TL20.000 TL
Bodrum - Bahçelievler Mahallesi,Daire | 3+1 | Bahçe katı | 120 m²,50.000 TL
Marmaris - Turgut Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,25.000 TL
Ortaca - Karaburun Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,14.000 TL
Ortaca - Bahçelievler Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,18.000 TL
Ortaca - Cumhuriyet Mahallesi,Daire | 1+1 | Müstakil | 100 m²,12.000 TL
Dalaman - Atakent Mahallesi,Daire | 3+1 | 3. Kat | 175 m²,20.000 TL
Dalaman - Hürriyet Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 115 m²,20.000 TL
Dalaman - Merkez Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,13.000 TL
Dalaman - Merkez Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,19.000 TL
Fethiye - Kargı Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,12.000 TL
Bodrum - Yalıkavak Mahallesi,Daire | 2+1 | Bahçe katı | 90 m²,140.000 TL
Bodrum - Bahçelievler Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,40.000 TL
Bodrum - Kumbahçe Mahallesi,Daire | 2+1 | 2. Kat | 220 m²,60.000 TL
Bodrum - Gündoğan Mahallesi,Daire | 3+1 | Bahçe katı | 120 m²,55.000 TL80.000 TL
Köyceğiz - Zeytinalanı Mahallesi,Daire | 2+1 | 2. Kat | 155 m²,30.000 TL
Marmaris - Armutalan Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,35.000 TL40.000 TL
Fethiye - Taşyaka Mahallesi,Daire | 2+1 | Çatı katı | 100 m²,25.000 TL
Bodrum - Yalıkavak Mahallesi,Daire | 2+1 | 1. Kat | 180 m²,250.000 TL
Bodrum - Gündoğan Mahallesi,Daire | 2+1 | Bahçe katı | 90 m²,200.000 TL
Menteşe - Muslihittin Mahallesi,Daire | 2+1 | 2. Kat | 45 m²,18.000 TL
Bodrum - Kumbahçe Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,45.000 TL
Fethiye - Esenköy Mahallesi,Daire | 3+1 | 2. Kat | 170 m²,20.000 TL
Fethiye - İncirköy Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 150 m²,25.000 TL
Fethiye - Menteşeoğlu Mahallesi,Daire | 2+1 | Çatı katı | 100 m²,18.000 TL
Fethiye - Taşyaka Mahallesi,Daire | 3+1 | 2. Kat | 165 m²,40.000 TL
Fethiye - Tuzla Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,30.000 TL
Bodrum - Yalıkavak Mahallesi,Daire | 1+1 | 2. Kat | 70 m²,150.000 TL
Bodrum - Türkbükü Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,150.000 TL
Bodrum - Gündoğan Mahallesi,Daire | 3+1 | Bahçe katı | 170 m²,350.000 TL
Marmaris - Siteler Mahallesi,Daire | 2+1 | Çatı Dubleks | 140 m²,65.000 TL80.000 TL
Fethiye - Tuzla Mahallesi,Daire | 2+1 | 3. Kat | 75 m²,32.000 TL
Bodrum - Yalıkavak Mahallesi,Daire | 4+1 | Müstakil | 250 m²,650.000 TL
Fethiye - Ölüdeniz Mahallesi,Daire | 2+1 | Yüksek giriş | 85 m²,60.000 TL
Bodrum - Yalıkavak Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,120.000 TL
Marmaris - Kemeraltı Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,70.000 TL
Fethiye - Kesikkapı Mahallesi,Daire | 1+1 | Bahçe katı | 55 m²,18.000 TL20.000 TL
Bodrum - Dirmil Mahallesi,Daire | 2+1 | 2. Kat | 115 m²,160.000 TL180.000 TL
Bodrum - Yalıkavak Mahallesi,Daire | 2+1 | Müstakil | 100 m²,150.000 TL170.000 TL
Marmaris - Armutalan Mahallesi,Daire | 3+1 | Çatı katı | 135 m²,62.500 TL
Marmaris - Hisarönü Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,25.000 TL30.000 TL
Milas - Boğaziçi Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,20.000 TL
Fethiye - Tuzla Mahallesi,Daire | 3+1 | Bahçe katı | 30 m²,18.000 TL25.000 TL
Bodrum - Bitez Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,70.000 TL
Ortaca - Cumhuriyet Mahallesi,Daire | 1+1 | Çatı katı | 60 m²,12.000 TL
Menteşe - Kötekli Mahallesi,Daire | 3+1 | Bahçe dublex | 130 m²,30.000 TL
Datça - İskele Mahallesi,Daire | 2+1 | 2. Kat | 67 m²,33.500 TL
Dalaman - Bezkese Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,18.000 TL
Ula - Gökova Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,20.000 TL
Bodrum - Bitez Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,60.000 TL
Dalaman - Merkez Mahallesi,Daire | 2+1 | 2. Kat | 125 m²,18.000 TL
Fethiye - Patlangıç Mahallesi,Daire | 2+1 | Bahçe katı | 160 m²,35.000 TL
Bodrum - Konacık Mahallesi,Daire | 1 Oda | 2. Kat | 55 m²,35.000 TL
Marmaris - Sarıana Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,35.000 TL
Menteşe - Yeniköy Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 45 m²,17.000 TL
Milas - Ören Mahallesi,Daire | 1+1 | 2. Kat | 86 m²,60.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | 2. Kat | 135 m²,17.000 TL
Fethiye - Cami Mahallesi,Daire | 4+1 | 2. Kat | 155 m²,35.000 TL
Marmaris - Kemeraltı Mahallesi,Daire | 2+1 | Çatı katı | 90 m²,35.000 TL
Menteşe - Emirbeyazıt Mahallesi,Daire | 1+1 | 1. Kat | 45 m²,22.000 TL
Dalaman - Altıntas Mahallesi,Daire | 2+1 | Bahçe katı | 220 m²,28.000 TL
Bodrum - Gümbet Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,80.000 TL
Marmaris - Armutalan Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,35.000 TL
Ortaca - Cumhuriyet Mahallesi,Daire | 3+1 | 1. Kat | 125 m²,18.000 TL
Köyceğiz - Beyobası Mahallesi,Daire | 2+1 | 2. Kat | 115 m²,22.000 TL
Bodrum - Gürece Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,32.500 TL
Menteşe - Kötekli Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,21.000 TL
Dalaman - Söğütlüyurt Mahallesi,Daire | 1+1 | 2. Kat | 58 m²,20.000 TL
Marmaris - Camiavlu Mahallesi,Daire | 3+1 | Villa tipi | 150 m²,50.000 TL
Marmaris - Kemeraltı Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,35.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,16.000 TL
Fethiye - Karagözler Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 80 m²,40.000 TL
Fethiye - Taşyaka Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,28.000 TL
Bodrum - Gümüşlük Mahallesi,Daire | 2+1 | Bahçe katı | 85 m²,40.000 TL
Köyceğiz - Gülpınar Mahallesi,Daire | 3+1 | Bahçe katı | 150 m²,30.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 145 m²,25.000 TL
Fethiye - Çamköy Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 65 m²,17.000 TL
Menteşe - Emirbeyazıt Mahallesi,Daire | 3+1 | 5. Kat | 135 m²,35.000 TL
Menteşe - Orhaniye Mahallesi,Daire | 3+1 | 4. Kat | 125 m²,33.000 TL
Bodrum - Küçükbük Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,60.000 TL
Fethiye - Kargı Mahallesi,Daire | 1+1 | Çatı katı | 120 m²,21.000 TL
Menteşe - Kötekli Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,17.500 TL23.500 TL
Bodrum - Konacık Mahallesi,Daire | 1 Oda | 2. Kat | 55 m²,35.000 TL
Marmaris - Sarıana Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,35.000 TL
Menteşe - Yeniköy Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 45 m²,17.000 TL
Milas - Ören Mahallesi,Daire | 1+1 | 2. Kat | 86 m²,60.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | 2. Kat | 135 m²,17.000 TL
Fethiye - Cami Mahallesi,Daire | 4+1 | 2. Kat | 155 m²,35.000 TL
Marmaris - Kemeraltı Mahallesi,Daire | 2+1 | Çatı katı | 90 m²,35.000 TL
Menteşe - Emirbeyazıt Mahallesi,Daire | 1+1 | 1. Kat | 45 m²,22.000 TL
Dalaman - Altıntas Mahallesi,Daire | 2+1 | Bahçe katı | 220 m²,28.000 TL
Bodrum - Gümbet Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,80.000 TL
Marmaris - Armutalan Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,35.000 TL
Ortaca - Cumhuriyet Mahallesi,Daire | 3+1 | 1. Kat | 125 m²,18.000 TL
Köyceğiz - Beyobası Mahallesi,Daire | 2+1 | 2. Kat | 115 m²,22.000 TL
Bodrum - Gürece Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,32.500 TL
Menteşe - Kötekli Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,21.000 TL
Dalaman - Söğütlüyurt Mahallesi,Daire | 1+1 | 2. Kat | 58 m²,20.000 TL
Marmaris - Camiavlu Mahallesi,Daire | 3+1 | Villa tipi | 150 m²,50.000 TL
Marmaris - Kemeraltı Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,35.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,16.000 TL
Fethiye - Karagözler Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 80 m²,40.000 TL
Fethiye - Taşyaka Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,28.000 TL
Bodrum - Gümüşlük Mahallesi,Daire | 2+1 | Bahçe katı | 85 m²,40.000 TL
Köyceğiz - Gülpınar Mahallesi,Daire | 3+1 | Bahçe katı | 150 m²,30.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 145 m²,25.000 TL
Fethiye - Çamköy Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 65 m²,17.000 TL
Menteşe - Emirbeyazıt Mahallesi,Daire | 3+1 | 5. Kat | 135 m²,35.000 TL
Menteşe - Orhaniye Mahallesi,Daire | 3+1 | 4. Kat | 125 m²,33.000 TL
Bodrum - Küçükbük Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,60.000 TL
Fethiye - Kargı Mahallesi,Daire | 1+1 | Çatı katı | 120 m²,21.000 TL
Menteşe - Kötekli Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,17.500 TL23.500 TL
Bodrum - Konacık Mahallesi,Daire | 1 Oda | 2. Kat | 55 m²,35.000 TL
Marmaris - Sarıana Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,35.000 TL
Menteşe - Yeniköy Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 45 m²,17.000 TL
Milas - Ören Mahallesi,Daire | 1+1 | 2. Kat | 86 m²,60.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | 2. Kat | 135 m²,17.000 TL
Fethiye - Cami Mahallesi,Daire | 4+1 | 2. Kat | 155 m²,35.000 TL
Marmaris - Kemeraltı Mahallesi,Daire | 2+1 | Çatı katı | 90 m²,35.000 TL
Menteşe - Emirbeyazıt Mahallesi,Daire | 1+1 | 1. Kat | 45 m²,22.000 TL
Dalaman - Altıntas Mahallesi,Daire | 2+1 | Bahçe katı | 220 m²,28.000 TL
Bodrum - Gümbet Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,80.000 TL
Marmaris - Armutalan Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,35.000 TL
Ortaca - Cumhuriyet Mahallesi,Daire | 3+1 | 1. Kat | 125 m²,18.000 TL
Köyceğiz - Beyobası Mahallesi,Daire | 2+1 | 2. Kat | 115 m²,22.000 TL
Bodrum - Gürece Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,32.500 TL
Menteşe - Kötekli Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,21.000 TL
Dalaman - Söğütlüyurt Mahallesi,Daire | 1+1 | 2. Kat | 58 m²,20.000 TL
Marmaris - Camiavlu Mahallesi,Daire | 3+1 | Villa tipi | 150 m²,50.000 TL
Marmaris - Kemeraltı Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,35.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,16.000 TL
Fethiye - Karagözler Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 80 m²,40.000 TL
Fethiye - Taşyaka Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,28.000 TL
Bodrum - Gümüşlük Mahallesi,Daire | 2+1 | Bahçe katı | 85 m²,40.000 TL
Köyceğiz - Gülpınar Mahallesi,Daire | 3+1 | Bahçe katı | 150 m²,30.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 145 m²,25.000 TL
Fethiye - Çamköy Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 65 m²,17.000 TL
Menteşe - Emirbeyazıt Mahallesi,Daire | 3+1 | 5. Kat | 135 m²,35.000 TL
Menteşe - Orhaniye Mahallesi,Daire | 3+1 | 4. Kat | 125 m²,33.000 TL
Bodrum - Küçükbük Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,60.000 TL
Fethiye - Kargı Mahallesi,Daire | 1+1 | Çatı katı | 120 m²,21.000 TL
Menteşe - Kötekli Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,17.500 TL23.500 TL
Bodrum - Konacık Mahallesi,Daire | 1 Oda | 2. Kat | 55 m²,35.000 TL
Marmaris - Sarıana Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,35.000 TL
Menteşe - Yeniköy Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 45 m²,17.000 TL
Milas - Ören Mahallesi,Daire | 1+1 | 2. Kat | 86 m²,60.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | 2. Kat | 135 m²,17.000 TL
Fethiye - Cami Mahallesi,Daire | 4+1 | 2. Kat | 155 m²,35.000 TL
Marmaris - Kemeraltı Mahallesi,Daire | 2+1 | Çatı katı | 90 m²,35.000 TL
Menteşe - Emirbeyazıt Mahallesi,Daire | 1+1 | 1. Kat | 45 m²,22.000 TL
Dalaman - Altıntas Mahallesi,Daire | 2+1 | Bahçe katı | 220 m²,28.000 TL
Bodrum - Gümbet Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,80.000 TL
Marmaris - Armutalan Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,35.000 TL
Ortaca - Cumhuriyet Mahallesi,Daire | 3+1 | 1. Kat | 125 m²,18.000 TL
Köyceğiz - Beyobası Mahallesi,Daire | 2+1 | 2. Kat | 115 m²,22.000 TL
Bodrum - Gürece Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,32.500 TL
Menteşe - Kötekli Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,21.000 TL
Dalaman - Söğütlüyurt Mahallesi,Daire | 1+1 | 2. Kat | 58 m²,20.000 TL
Marmaris - Camiavlu Mahallesi,Daire | 3+1 | Villa tipi | 150 m²,50.000 TL
Marmaris - Kemeraltı Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,35.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,16.000 TL
Fethiye - Karagözler Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 80 m²,40.000 TL
Fethiye - Taşyaka Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,28.000 TL
Bodrum - Gümüşlük Mahallesi,Daire | 2+1 | Bahçe katı | 85 m²,40.000 TL
Köyceğiz - Gülpınar Mahallesi,Daire | 3+1 | Bahçe katı | 150 m²,30.000 TL
Fethiye - Karaçulha Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 145 m²,25.000 TL
Fethiye - Çamköy Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 65 m²,17.000 TL
Menteşe - Emirbeyazıt Mahallesi,Daire | 3+1 | 5. Kat | 135 m²,35.000 TL
Menteşe - Orhaniye Mahallesi,Daire | 3+1 | 4. Kat | 125 m²,33.000 TL
Bodrum - Küçükbük Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,60.000 TL
Fethiye - Kargı Mahallesi,Daire | 1+1 | Çatı katı | 120 m²,21.000 TL
Menteşe - Kötekli Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,17.500 TL23.500 TL
Bodrum - Konacık Mahallesi,Daire | 1 Oda | 2. Kat | 55 m²,35.000 TL
