location,information,sales_price
Atakum - İncesu Yalı Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,11.000 TL
Atakum - Büyükoyumca Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,12.500 TL
Atakum - Yenimahalle Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,10.000 TL
Atakum - Cumhuriyet Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,18.000 TL20.000 TL
Atakum - Esenevler Mahallesi,Daire | 4+1 | 2. Kat | 235 m²,30.000 TL
Atakum - Cumhuriyet Mahallesi,Daire | 4+1 | Yüksek giriş | 165 m²,25.000 TL
Atakum - İncesu Yalı Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,15.000 TL
Tekkeköy - Şabanoğlu Mahallesi,Daire | 2+1 | 1. Kat | 120 m²,16.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,16.500 TL
Atakum - Mimarsinan Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,15.000 TL
Atakum - Yenimahalle Mahallesi,Daire | 4+1 | 5. Kat | 150 m²,38.000 TL
Atakum - Güzelyalı Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,28.000 TL
Atakum - Esenevler Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,20.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,15.000 TL
Atakum - Cumhuriyet Mahallesi,Daire | 3+1 | 5. Kat | 140 m²,20.000 TL22.000 TL
Atakum - Cumhuriyet Mahallesi,Daire | 3+1 | 7. Kat | 210 m²,18.000 TL
İlkadım - Kılıçdede Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,20.000 TL
Atakum - İncesu Yalı Mahallesi,Daire | 1+1 | 4. Kat | 50 m²,20.000 TL22.000 TL
İlkadım - İstasyon Mahallesi,Daire | 2+1 | 2. Kat | 115 m²,12.000 TL
Atakum - Küçükkolpınar Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,10.500 TL
İlkadım - Selahiye Mahallesi,Daire | 2+1 | Yüksek giriş | 115 m²,12.000 TL
İlkadım - Hançerli Mahallesi,Daire | 3+1 | 8. Kat | 135 m²,26.000 TL
İlkadım - Hürriyet Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,13.500 TL
Atakum - Esenevler Mahallesi,Daire | 3.5+1 | 4. Kat | 185 m²,25.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 5. Kat | 50 m²,14.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,13.500 TL
Tekkeköy - Çay Mahallesi,Daire | 3+1 | 5. Kat | 150 m²,13.500 TL
Atakum - Cumhuriyet Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 105 m²,18.750 TL
Canik - Atatürk Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,15.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 5. Kat | 55 m²,15.000 TL
Atakum - Cumhuriyet Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,32.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,13.500 TL
Atakum - Büyükoyumca Mahallesi,Daire | 1+1 | 4. Kat | 45 m²,10.000 TL
İlkadım - İstasyon Mahallesi,Daire | 3+1 | 6. Kat | 110 m²,14.750 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,13.500 TL
İlkadım - Saitbey Mahallesi,Daire | 2+1 | 5. Kat | 95 m²,10.000 TL
Atakum - Mimarsinan Mahallesi,Daire | 2+1 | 3. Kat | 75 m²,20.000 TL
İlkadım - Kalkancı Mahallesi,Daire | 3+1 | 8. Kat | 135 m²,16.500 TL
İlkadım - Kılıçdede Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,30.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 46 m²,11.000 TL
Atakum - Alanlı Mahallesi,Daire | 2+1 | 6. Kat | 100 m²,27.500 TL
Bafra - Tabakhane Mahallesi,Daire | 3+1 | 1. Kat | 160 m²,11.000 TL
Atakum - Balaç Mahallesi,Daire | 2+1 | 3. Kat | 130 m²,25.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 55 m²,13.000 TL
İlkadım - Saitbey Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,10.000 TL
Canik - Gaziosmanpaşa Mahallesi,Daire | 3+1 | Çatı katı | 160 m²,15.000 TL
İlkadım - Adalet Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,9.000 TL
Atakum - Yenimahalle Mahallesi,Daire | 1+1 | 1. Kat | 57 m²,11.500 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 5. Kat | 55 m²,14.000 TL
Atakum - Alanlı Mahallesi,Daire | 3+1 | 5. Kat | 150 m²,27.500 TL30.000 TL
Bafra - İsmetpaşa Mahallesi,Daire | 3+1 | 4. Kat | 160 m²,9.000 TL
Atakum - Yenimahalle Mahallesi,Daire | 1+1 | 12. Kat | 50 m²,15.000 TL
Atakum - Cumhuriyet Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,21.500 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,13.000 TL
İlkadım - Rasathane Mahallesi,Daire | 2+1 | 3. Kat | 130 m²,15.000 TL
İlkadım - Kıran Mahallesi,Daire | 2+1 | 7. Kat | 130 m²,20.000 TL
Atakum - Çobanlı Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,12.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,14.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,14.000 TL
Atakum - Yeşildere Mahallesi,Daire | 2+0 | Yüksek giriş | 80 m²,8.000 TL8.500 TL
Atakum - Mimarsinan Mahallesi,Daire | Stüdyo | 2. Kat | 40 m²,12.000 TL
Atakum - Yeşildere Mahallesi,Daire | 4+1 | 8. Kat | 240 m²,25.000 TL
Atakum - Mevlana Mahallesi,Daire | 2+1 | Yüksek giriş | 110 m²,14.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,13.500 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,9.500 TL
Canik - Yenimahalle Mahallesi,Daire | 1+1 | 7. Kat | 45 m²,13.500 TL
İlkadım - Unkapanı Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,10.500 TL
Canik - Belediye Evleri Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 150 m²,16.000 TL
Atakum - Yeşildere Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,8.000 TL
Canik - Gürgenyatak Mahallesi,Daire | 2+1 | 6. Kat | 65 m²,12.500 TL
Bafra - İsmetpaşa Mahallesi,Daire | 2+1 | 2. Kat | 125 m²,9.000 TL10.000 TL
Atakum - Cumhuriyet Mahallesi,Daire | 3+1 | 2. Kat | 150 m²,21.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,13.000 TL14.000 TL
Atakum - Esenevler Mahallesi,Daire | 2+0 | Düz Giriş (Zemin) | 110 m²,10.500 TL
Atakum - Esenevler Mahallesi,Daire | 3+1 | 4. Kat | 145 m²,12.850 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 55 m²,13.000 TL
İlkadım - Derecik Mahallesi,Daire | 2+1 | 1. Kat | 105 m²,20.000 TL22.000 TL
Atakum - Yenimahalle Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,14.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 49 m²,17.000 TL
Atakum - Körfez Mahallesi,Daire | 2+1 | 1. Kat | 83 m²,30.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,16.500 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 5. Kat | 55 m²,9.500 TL
Atakum - Yenimahalle Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,17.000 TL
Atakum - İncesu Yalı Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,14.000 TL
Canik - Hasköy Mahallesi,Daire | 1+1 | Yüksek giriş | 55 m²,12.000 TL
Bafra - Emirefendi Mahallesi,Daire | 3+0 | 2. Kat | 130 m²,15.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,18.000 TL
Atakum - Balaç Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,15.000 TL
Atakum - Mimarsinan Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,18.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,16.000 TL
Canik - Gürgenyatak Mahallesi,Daire | 2+1 | 4. Kat | 65 m²,13.500 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,15.500 TL
İlkadım - Kadifekale Mahallesi,Daire | 1+1 | 2. Kat | 75 m²,13.000 TL
Atakum - Alanlı Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,14.750 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,13.000 TL14.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,12.500 TL
Atakum - Cumhuriyet Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 95 m²,15.250 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 4. Kat | 50 m²,12.000 TL
İlkadım - Karasamsun Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,25.000 TL
İlkadım - Adalet Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,13.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 5. Kat | 65 m²,16.000 TL
Atakum - Mevlana Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,30.000 TL
Atakum - Büyükoyumca Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,15.000 TL16.000 TL
İlkadım - Unkapanı Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,10.000 TL12.000 TL
İlkadım - Fevzi Çakmak Mahallesi,Daire | 2+1 | Yüksek giriş | 110 m²,8.500 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 5. Kat | 50 m²,15.250 TL
Çarşamba - Çay Mahallesi,Daire | 1+1 | 2. Kat | 70 m²,8.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,14.000 TL
İlkadım - Zafer Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,8.500 TL10.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 5. Kat | 50 m²,13.000 TL14.500 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,10.000 TL12.500 TL
Çarşamba - Çay Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,10.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 4. Kat | 45 m²,15.000 TL
İlkadım - Bahçelievler Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,12.500 TL
Atakum - Cumhuriyet Mahallesi,Daire | 3+1 | 2. Kat | 145 m²,14.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,13.000 TL
Canik - Karşıyaka Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,8.000 TL
İlkadım - Hürriyet Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,12.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 53 m²,12.500 TL
Atakum - Körfez Mahallesi,Daire | 5+1 | 3. Kat | 220 m²,45.000 TL
Çarşamba - Çay Mahallesi,Daire | 3+1 | 5. Kat | 130 m²,15.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 5. Kat | 65 m²,14.500 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 3. Kat | 45 m²,12.250 TL
Atakum - Yenimahalle Mahallesi,Daire | 1+1 | 7. Kat | 60 m²,10.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 5. Kat | 55 m²,14.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,9.500 TL
Atakum - Yenimahalle Mahallesi,Daire | 1+1 | 7. Kat | 50 m²,15.500 TL
Atakum - Körfez Mahallesi,Daire | 3+1 | 2. Kat | 160 m²,46.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 3. Kat | 50 m²,10.500 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 4. Kat | 57 m²,9.500 TL
Atakum - Mimarsinan Mahallesi,Daire | 3+1 | 1. Kat | 115 m²,19.000 TL
İlkadım - Derebahçe Mahallesi,Daire | 2+1 | 4. Kat | 125 m²,15.000 TL
İlkadım - 19 Mayıs Mahallesi,Daire | 3+1 | 4. Kat | 130 m²,15.500 TL
İlkadım - Çiftlik Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,12.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | Yüksek giriş | 60 m²,15.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 5. Kat | 45 m²,16.000 TL
Canik - Belediye Evleri Mahallesi,Daire | 3+1 | 2. Kat | 150 m²,13.500 TL
Çarşamba - Orta Mahallesi,Daire | 3+1 | 4. Kat | 135 m²,17.000 TL
Çarşamba - Çay Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,8.500 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | Yüksek giriş | 65 m²,16.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,13.000 TL
İlkadım - Adalet Mahallesi,Daire | 3+1 | 6. Kat | 140 m²,15.000 TL16.000 TL
Atakum - Körfez Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,15.000 TL
Çarşamba - Orta Mahallesi,Daire | 1 Oda | Düz Giriş (Zemin) | 30 m²,4.000 TL30.000 TL
İlkadım - Hançerli Mahallesi,Daire | 3+1 | 2. Kat | 145 m²,11.500 TL12.500 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 4. Kat | 57 m²,15.500 TL
Atakum - Mevlana Mahallesi,Daire | 3+1 | Bahçe katı | 130 m²,20.500 TL
Bafra - Çilhane Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,10.000 TL
İlkadım - İstasyon Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,12.000 TL13.000 TL
İlkadım - Çiftlik Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,12.000 TL
Atakum - Mimarsinan Mahallesi,Daire | 1+1 | 4. Kat | 110 m²,15.000 TL
Atakum - Körfez Mahallesi,Daire | 1+1 | 2. Kat | 70 m²,13.000 TL
Atakum - Güzelyalı Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,27.000 TL
İlkadım - Kılıçdede Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,16.000 TL
Atakum - Mevlana Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,15.000 TL
Atakum - Cumhuriyet Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,7.200 TL
Atakum - Denizevleri Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,22.000 TL
