location,information,sales_price
Buca - Yaylacık Mahallesi,Daire | 3+1 | Yüksek giriş | 130 m²,25.000 TL
Aliağa - Atatürk Mahallesi,Daire | 3+1 | 2. Kat | 141 m²,27.000 TL
Menemen - Gazi Mustafa Kemal Mahallesi,Daire | 1+1 | Yüksek giriş | 55 m²,17.000 TL
Konak - Kültür Mahallesi,Daire | 3+1 | 8. Kat | 145 m²,60.000 TL
Konak - Zafertepe Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,24.000 TL
Buca - Adatepe Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,23.000 TL
Menemen - Uğur Mumcu Mahallesi,Daire | 2+1 | 3. Kat | 82 m²,20.500 TL
Karabağlar - Kibar Mahallesi,Daire | 2+1 | 2. Kat | 105 m²,25.000 TL
Karşıyaka - Donanmacı Mahallesi,Daire | 2+1 | Çatı katı | 190 m²,38.000 TL
Güzelbahçe - Yelki Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,45.000 TL
Güzelbahçe - Mustafa Kemal Paşa Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,35.000 TL
Bergama - Fatih Mahallesi,Daire | 3+1 | 5. Kat | 140 m²,16.000 TL
Çiğli - Balatçık Mahallesi,Daire | 1+1 | 1. Kat | 44 m²,23.000 TL
Karabağlar - Kibar Mahallesi,Daire | 2+1 | 1. Kat | 125 m²,20.000 TL
Menemen - Irmak Mahallesi,Daire | 2+1 | 2. Kat | 70 m²,18.000 TL
Bornova - Erzene Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,40.000 TL
Bayraklı - Fuat Edip Baksı Mahallesi,Daire | 4+1 | 4. Kat | 220 m²,30.000 TL
Bayraklı - Fuat Edip Baksı Mahallesi,Daire | 3+1 | 1. Kat | 120 m²,20.000 TL
Bayraklı - Osmangazi Mahallesi,Daire | 3+1 | 5. Kat | 110 m²,30.000 TL
Bornova - Atatürk Mahallesi,Daire | 2+1 | Bahçe katı | 110 m²,18.000 TL
Bornova - Atatürk Mahallesi,Daire | 3+1 | 2. Kat | 110 m²,25.000 TL
Güzelbahçe - Yelki Mahallesi,Daire | 3+1 | Yüksek giriş | 135 m²,70.000 TL
Konak - Ege Mahallesi,Daire | 1+1 | 14. Kat | 74 m²,29.000 TL
Menemen - 29 Ekim Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,28.000 TL
Bornova - Erzene Mahallesi,Daire | 1+1 | Yüksek giriş | 55 m²,24.500 TL
Menemen - 85. Yıl Cumhuriyet Mahallesi,Daire | 1+1 | 3. Kat | 49 m²,13.500 TL
Bornova - Kazımdirik Mahallesi,Daire | 2+1 | 7. Kat | 68 m²,39.500 TL
Karşıyaka - Tuna Mahallesi,Daire | 3+1 | 1. Kat | 120 m²,40.000 TL
Karabağlar - Yunus Emre Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,17.500 TL
Karşıyaka - Dedebaşı Mahallesi,Daire | 2+1 | 3. Kat | 70 m²,25.000 TL
Ödemiş - Cumhuriyet Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,16.000 TL
Gaziemir - Irmak Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,29.000 TL
Menderes - Kemalpaşa Mahallesi,Daire | 4+1 | 3. Kat | 155 m²,35.000 TL
Karşıyaka - Yalı Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,35.000 TL
Karabağlar - Yurdoğlu Mahallesi,Daire | 2+1 | 4. Kat | 70 m²,15.000 TL
Karabağlar - Vatan Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,37.000 TL40.000 TL
Buca - Menderes Mahallesi,Daire | 3+1 | 3. Kat | 117 m²,25.000 TL
Kiraz - Cumhuriyet Mahallesi,Daire | 3+1 | 3. Kat | 110 m²,13.000 TL
Menderes - Kasımpaşa Mahallesi,Daire | 3+1 | 1. Kat | 135 m²,35.000 TL
Buca - Adatepe Mahallesi,Daire | 1+1 | 2. Kat | 70 m²,25.000 TL
Menderes - Cüneytbey Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,22.000 TL
Menderes - Cüneytbey Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,25.000 TL
Bergama - Fatih Mahallesi,Daire | 2+1 | 2. Kat | 70 m²,18.000 TL
Buca - Adatepe Mahallesi,Daire | 2+0 | 2. Kat | 65 m²,17.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 85 m²,20.000 TL
Buca - Seyhan Mahallesi,Daire | 2+1 | Bahçe katı | 110 m²,22.000 TL
Çiğli - Evka-5 Mahallesi,Daire | 3+1 | 5. Kat | 119 m²,20.500 TL
Karabağlar - Sarıyer Mahallesi,Daire | 3+1 | Yüksek giriş | 135 m²,19.000 TL
Menemen - Cumhuriyet Mahallesi,Daire | 2+1 | 4. Kat | 103 m²,25.000 TL
Çeşme - Ilıca Mahallesi,Daire | 1+1 | Yüksek giriş | 55 m²,125.000 TL
Bornova - Evka 4 Mahallesi,Daire | 2+1 | 6. Kat | 66 m²,18.000 TL
Dikili - İsmetpaşa Mahallesi,Daire | 1+1 | Çatı katı | 60 m²,17.500 TL
Kiraz - Cumhuriyet Mahallesi,Daire | 4+1 | 3. Kat | 185 m²,14.000 TL
Çeşme - İsmet İnönü Mahallesi,Daire | 3+1 | 1. Kat | 125 m²,65.000 TL
Karabağlar - Aydın Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,19.000 TL
Bornova - Zafer Mahallesi,Daire | 2+1 | Kot 4 (-4). Kat | 93 m²,22.000 TL
Konak - Murat Reis Mahallesi,Daire | 3+1 | 5. Kat | 115 m²,30.000 TL
Buca - Akıncılar Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,25.000 TL
Bergama - Atatürk Mahallesi,Daire | 3+1 | Yüksek giriş | 125 m²,23.000 TL
Konak - Halkapınar Mahallesi,Daire | 1+1 | 23. Kat | 50 m²,50.000 TL
Konak - Akarcalı Mahallesi,Daire | 2+1 | 19. Kat | 75 m²,55.000 TL
Konak - Akarcalı Mahallesi,Daire | 1+1 | 18. Kat | 50 m²,40.000 TL
Karşıyaka - Bahriye Üçok Mahallesi,Daire | 3+1 | 5. Kat | 150 m²,53.000 TL
Torbalı - Cumhuriyet Mahallesi,Daire | 2+1 | Bahçe katı | 100 m²,30.000 TL
Torbalı - Cumhuriyet Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,17.500 TL
Torbalı - Cumhuriyet Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 55 m²,18.000 TL
Torbalı - Bahçelievler Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,20.000 TL
Tire - Fatih Mahallesi,Daire | 3+1 | Yüksek giriş | 118 m²,27.500 TL
Tire - Atatürk Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,27.000 TL
Buca - Efeler Mahallesi,Daire | 3+1 | 4. Kat | 112 m²,22.000 TL
Buca - İnkılap Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,22.000 TL
Buca - Yıldız Mahallesi,Daire | 2+1 | 2. Kat | 125 m²,21.500 TL
Çiğli - Küçük Çiğli Mahallesi,Daire | 2+1 | Çatı Dubleks | 90 m²,25.000 TL
Menemen - Gazi Mustafa Kemal Mahallesi,Daire | 2+1 | Bahçe katı | 80 m²,20.000 TL
Seferihisar - Çolak İbrahim Bey Mahallesi,Daire | 1+1 | Yüksek giriş | 45 m²,15.750 TL
Torbalı - Muratbey Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,18.500 TL
Bergama - Fatih Mahallesi,Daire | 2+1 | 3. Kat | 75 m²,18.000 TL
Bornova - Kazımdirik Mahallesi,Daire | 2+1 | 5. Kat | 50 m²,45.000 TL
Buca - Akıncılar Mahallesi,Daire | 2+1 | 4. Kat | 80 m²,25.000 TL
Buca - Adatepe Mahallesi,Daire | 3+1 | Kot 1 (-1). Kat | 120 m²,25.000 TL
Karşıyaka - Alaybey Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,25.000 TL
Bornova - Kazımdirik Mahallesi,Daire | 2.5+1 | 2. Kat | 105 m²,34.000 TL
Karabağlar - Sarıyer Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,14.000 TL
Buca - Yenigün Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,28.000 TL30.000 TL
Çiğli - Balatçık Mahallesi,Daire | 1+1 | 1. Kat | 47 m²,21.500 TL
Konak - Çınarlı Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 121 m²,78.000 TL
Çiğli - Balatçık Mahallesi,Daire | 1+1 | 2. Kat | 47 m²,19.500 TL
Karşıyaka - Şemikler Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,45.000 TL
Buca - Şirinkapı Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 105 m²,18.500 TL
Tire - Fatih Mahallesi,Daire | 3+1 | 4. Kat | 130 m²,28.000 TL
Bornova - Rafet Paşa Mahallesi,Daire | 2+1 | 2. Kat | 96 m²,16.000 TL
Torbalı - Yedi Eylül Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,20.000 TL
Bayraklı - 75. Yıl Mahallesi,Daire | 3+1 | 8. Kat | 170 m²,39.000 TL
Konak - Atilla Mahallesi,Daire | 2+1 | Çatı katı | 80 m²,30.000 TL
Kemalpaşa - Ulucak İstiklal Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,22.000 TL
Menemen - Gazi Mustafa Kemal Mahallesi,Daire | 1+1 | 2. Kat | 75 m²,18.000 TL
Bergama - Turabey Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,25.000 TL
Buca - Buca Koop. Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,20.000 TL
Karşıyaka - Cumhuriyet Mahallesi,Daire | 2+1 | 3. Kat | 130 m²,17.000 TL
Konak - Piri Reis Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,25.000 TL
Karabağlar - Sevgi Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,26.000 TL
Bornova - Kızılay Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,30.000 TL
Karşıyaka - İmbatlı Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,25.500 TL
Karşıyaka - Bahçelievler Mahallesi,Daire | 1+1 | 5. Kat | 50 m²,24.500 TL
Karşıyaka - Dedebaşı Mahallesi,Daire | 2+1 | 3. Kat | 87 m²,27.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 2+1 | 1. Kat | 70 m²,25.000 TL
Torbalı - Ayrancılar Mahallesi,Daire | 1+1 | 1. Kat | 68 m²,20.000 TL
Bergama - Bahçelievler Mahallesi,Daire | 2.5+1 | 4. Kat | 110 m²,20.000 TL
Çiğli - Şirintepe Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,25.000 TL
Tire - Cumhuriyet Mahallesi,Daire | 3+1 | Yüksek giriş | 160 m²,29.000 TL
Dikili - İsmetpaşa Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,35.000 TL
Karabağlar - Esenyalı Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,26.000 TL
Ödemiş - Anafartalar Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,21.000 TL
Torbalı - Ayrancılar Mahallesi,Daire | 2+1 | Yüksek giriş | 95 m²,15.500 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,30.000 TL
Karabağlar - Yunus Emre Mahallesi,Daire | 3+1 | 3. Kat | 110 m²,18.500 TL
Bergama - Fatih Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,13.500 TL14.500 TL
Bornova - Kazımdirik Mahallesi,Daire | 1+1 | 7. Kat | 70 m²,35.000 TL
Bornova - Kazımdirik Mahallesi,Daire | 1+1 | 1. Kat | 70 m²,37.500 TL
Bornova - Kazımdirik Mahallesi,Daire | 1+1 | 4. Kat | 51 m²,30.000 TL
Bornova - Kazımdirik Mahallesi,Daire | 1+1 | 3. Kat | 51 m²,30.000 TL
Bayraklı - Osmangazi Mahallesi,Daire | 3+1 | 6. Kat | 148 m²,60.000 TL
Buca - Adatepe Mahallesi,Daire | 1+1 | Yüksek giriş | 45 m²,17.000 TL
Buca - Adatepe Mahallesi,Daire | 2+1 | 3. Kat | 70 m²,27.500 TL
Balçova - Onur Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 40 m²,27.000 TL
Menemen - 85. Yıl Cumhuriyet Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,14.000 TL
Konak - Atilla Mahallesi,Daire | 3+1 | Kot 1 (-1). Kat | 110 m²,22.000 TL
Çeşme - İsmet İnönü Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 90 m²,40.000 TL
Karşıyaka - Fikri Altay Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,25.000 TL
Torbalı - Ayrancılar Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,18.500 TL
Gaziemir - Zafer Mahallesi,Daire | 2+1 | 6. Kat | 65 m²,23.000 TL
Buca - Menderes Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,25.000 TL
Gaziemir - Gazi Mahallesi,Daire | 3+1 | 1. Kat | 110 m²,27.000 TL
Buca - Adatepe Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 60 m²,17.500 TL
Buca - Adatepe Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,17.500 TL
Buca - Adatepe Mahallesi,Daire | 3+1 | Yüksek giriş | 125 m²,25.000 TL
Çiğli - Yeni Mahalle Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,19.000 TL
Foça - Mustafa Kemal Atatürk Mahallesi,Daire | 2+1 | 2. Kat | 64 m²,29.000 TL
Karşıyaka - İmbatlı Mahallesi,Daire | 1+1 | Yüksek giriş | 80 m²,17.000 TL
Bornova - Erzene Mahallesi,Daire | 3+1 | 6. Kat | 220 m²,55.000 TL
Karşıyaka - Yalı Mahallesi,Daire | 1+1 | 8. Kat | 60 m²,30.000 TL
Bornova - Yeşilova Mahallesi,Daire | 2+1 | 6. Kat | 103 m²,45.000 TL
Balçova - Eğitim Mahallesi,Daire | 3+1 | Yüksek giriş | 130 m²,30.000 TL
Menemen - Gazi Mustafa Kemal Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 50 m²,15.000 TL
Torbalı - Yazıbaşı Mahallesi,Daire | 3+1 | 8. Kat | 130 m²,18.000 TL
Balçova - Fevzi Çakmak Mahallesi,Daire | 2+1 | 5. Kat | 90 m²,35.000 TL
Balçova - Onur Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,31.500 TL
Balçova - Eğitim Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,37.000 TL
Balçova - Çetin Emeç Mahallesi,Daire | 1+1 | 1. Kat | 65 m²,33.000 TL
Ödemiş - Üç Eylül Mahallesi,Daire | 2+1 | 1. Kat | 115 m²,18.000 TL
Karabağlar - Selvili Mahallesi,Daire | 4+1 | Kot 2 (-2). Kat | 155 m²,24.000 TL
Buca - Aydoğdu Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 85 m²,21.000 TL
Buca - Efeler Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,17.500 TL
Buca - Kozağaç Mahallesi,Daire | 1+1 | 1. Kat | 45 m²,18.500 TL
Çiğli - Küçük Çiğli Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,21.000 TL
Güzelbahçe - Yelki Mahallesi,Daire | 3+1 | 1. Kat | 120 m²,65.000 TL
Buca - Yaylacık Mahallesi,Daire | 3+1 | 2. Kat | 105 m²,26.000 TL
Karabağlar - Bozyaka Mahallesi,Daire | 2+1 | 2. Kat | 105 m²,24.000 TL
Bayındır - Sadıkpaşa Mahallesi,Daire | 3+1 | 2. Kat | 170 m²,35.000 TL
Konak - Halkapınar Mahallesi,Daire | 2+1 | 22. Kat | 90 m²,58.000 TL
Bornova - Atatürk Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,25.000 TL
Karşıyaka - Bahçelievler Mahallesi,Daire | 3+1 | 11. Kat | 140 m²,34.000 TL
Bergama - Atatürk Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 120 m²,23.000 TL
Bornova - Mevlana Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,17.500 TL
Bornova - Koşukavak Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,22.000 TL
Konak - Mecidiye Mahallesi,Daire | 2+1 | 1. Kat | 70 m²,13.000 TL
Seferihisar - Çolak İbrahim Bey Mahallesi,Daire | 2+1 | 4. Kat | 115 m²,23.000 TL
Seferihisar - Camikebir Mahallesi,Daire | 2+1 | 2. Kat | 68 m²,26.000 TL
Menemen - Cumhuriyet Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,18.000 TL20.000 TL
Karabağlar - Bozyaka Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,18.000 TL
Çiğli - Evka - 2 Mahallesi,Daire | 1+1 | 2. Kat | 68 m²,17.000 TL
Bayraklı - Bayraklı Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,37.000 TL
Buca - Kozağaç Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,19.000 TL
Bayraklı - Gümüşpala Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,12.000 TL
Bornova - Atatürk Mahallesi,Daire | 3+1 | Kot 1 (-1). Kat | 145 m²,30.000 TL
Bornova - Doğanlar Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 60 m²,25.000 TL
Menemen - 85. Yıl Cumhuriyet Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,18.000 TL
Bornova - Rafet Paşa Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,27.500 TL
Karabağlar - Fahrettin Altay Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,30.000 TL32.000 TL
Buca - Yiğitler Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,25.000 TL
Buca - Ufuk Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,17.000 TL
Buca - Hürriyet Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,25.000 TL
Karşıyaka - Donanmacı Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,45.000 TL
Karşıyaka - Tuna Mahallesi,Daire | 4+1 | 3. Kat | 129 m²,30.000 TL
Karşıyaka - Tersane Mahallesi,Daire | 2+1 | 4. Kat | 95 m²,37.500 TL40.000 TL
Karşıyaka - Dedebaşı Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,23.500 TL
Karşıyaka - Zübeyde Hanım Mahallesi,Daire | 3+1 | 7. Kat | 128 m²,35.000 TL
Buca - Kozağaç Mahallesi,Daire | 1+1 | Bahçe katı | 55 m²,17.500 TL
Karşıyaka - Örnekköy Mahallesi,Daire | 3+1 | 7. Kat | 140 m²,47.000 TL
Bayraklı - Mansuroğlu Mahallesi,Daire | 2+1 | 2. Kat | 98 m²,49.000 TL
Buca - Adatepe Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,25.000 TL
Menemen - Gazi Mustafa Kemal Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,13.500 TL
Kemalpaşa - Ulucak İstiklal Mahallesi,Daire | 3+1 | 4. Kat | 210 m²,25.000 TL
Bornova - Erzene Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,26.000 TL
Buca - Fırat Mahallesi,Daire | 3+1 | 2. Kat | 125 m²,22.000 TL
Narlıdere - 2. İnönü Mahallesi,Daire | 3+1 | 1. Kat | 156 m²,43.000 TL
Karaburun - Mordoğan Mahallesi,Daire | Stüdyo | 2. Kat | 45 m²,15.000 TL
Çeşme - 16 Eylül Mahallesi,Daire | 2+1 | Yüksek giriş | 85 m²,225.000 TL
Çeşme - İsmet İnönü Mahallesi,Daire | 1+1 | 1. Kat | 54 m²,80.000 TL
Karşıyaka - Atakent Mahallesi,Daire | 2+1 | Yüksek giriş | 75 m²,40.000 TL
Konak - Süvari Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 92 m²,11.000 TL12.000 TL
Menderes - Cüneytbey Mahallesi,Daire | 2+1 | Bahçe katı | 80 m²,36.000 TL
Buca - Seyhan Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 87 m²,24.000 TL
Bornova - İnönü Mahallesi,Daire | 2+1 | 1. Kat | 120 m²,23.000 TL
Çeşme - İsmet İnönü Mahallesi,Daire | 1+1 | Yüksek giriş | 65 m²,32.000 TL
Çiğli - Güzeltepe Mahallesi,Daire | 2+1 | Yüksek giriş | 95 m²,15.000 TL
Balçova - Eğitim Mahallesi,Daire | 3+1 | Yüksek giriş | 130 m²,30.000 TL
Menemen - Gazi Mustafa Kemal Mahallesi,Daire | 2+1 | 1. Kat | 55 m²,17.000 TL
Bornova - İnönü Mahallesi,Daire | 1+1 | Bahçe katı | 60 m²,16.000 TL
Buca - Ufuk Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,19.000 TL
Bayraklı - Cengizhan Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,16.000 TL
Karabağlar - Karabağlar Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,18.500 TL
Çiğli - Yakakent Mahallesi,Daire | 2+1 | 4. Kat | 105 m²,30.000 TL
Bornova - Kazımdirik Mahallesi,Daire | 3+1 | 4. Kat | 140 m²,32.000 TL
Torbalı - İnönü Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,16.500 TL
Torbalı - Ertuğrul Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,15.000 TL
Konak - Kahramanlar Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,25.000 TL
Karşıyaka - Bahçelievler Mahallesi,Daire | 3+1 | 4. Kat | 140 m²,42.000 TL
Menderes - Cüneytbey Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,21.000 TL
Buca - Kozağaç Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,21.500 TL
Güzelbahçe - Mustafa Kemal Paşa Mahallesi,Daire | 4+1 | Müstakil | 180 m²,65.000 TL
Buca - Atatürk Mahallesi,Daire | 1+1 | 3. Kat | 50 m²,17.500 TL
Karşıyaka - Donanmacı Mahallesi,Daire | 3+1 | 2. Kat | 134 m²,42.500 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 3+1 | 4. Kat | 105 m²,35.000 TL
Balçova - Eğitim Mahallesi,Daire | 3+1 | 2. Kat | 110 m²,30.000 TL
Karabağlar - Fahrettin Altay Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,28.000 TL30.000 TL
Balçova - Korutürk Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,35.000 TL40.000 TL
Karabağlar - Yaşar Kemal Mahallesi,Daire | 3+1 | 11. Kat | 125 m²,23.000 TL
Çiğli - Balatçık Mahallesi,Daire | 1+1 | Yüksek giriş | 50 m²,19.000 TL
Kiraz - Yeni Mahallesi,Daire | 5+1 | 3. Kat | 230 m²,30.000 TL
Karabağlar - Esenyalı Mahallesi,Daire | 4+1 | 8. Kat | 150 m²,45.000 TL
Buca - Yeşilbağlar Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,14.000 TL15.000 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,35.000 TL
Buca - Çamlıkule Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,24.000 TL
Karabağlar - Vatan Mahallesi,Daire | 2+1 | Bahçe katı | 95 m²,16.500 TL
Buca - Vali Rahmi Bey Mahallesi,Daire | 2+1 | 4. Kat | 85 m²,30.000 TL
Buca - Fırat Mahallesi,Daire | 2+1 | Yüksek giriş | 85 m²,21.000 TL
Bergama - Ertuğrul Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,17.000 TL
Balçova - Teleferik Mahallesi,Daire | 3+1 | 6. Kat | 125 m²,38.000 TL
Karabağlar - Doğanay Mahallesi,Daire | 2+1 | 1. Kat | 145 m²,27.000 TL
Buca - Barış Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,25.000 TL
Buca - Yıldız Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,18.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,30.000 TL33.000 TL
Bornova - Çınar Mahallesi,Daire | 2.5+1 | 3. Kat | 120 m²,18.000 TL
Bornova - Atatürk Mahallesi,Daire | 2+1 | 3. Kat | 125 m²,19.400 TL
Bornova - Mevlana Mahallesi,Daire | 1+1 | 3. Kat | 45 m²,21.500 TL
Bornova - Kızılay Mahallesi,Daire | 3+1 | Yüksek giriş | 110 m²,22.500 TL
Bornova - Ergene Mahallesi,Daire | 4+1 | 2. Kat | 150 m²,40.000 TL
Buca - Yıldızlar Mahallesi,Daire | 1+1 | 4. Kat | 55 m²,16.000 TL
Karabağlar - Yunus Emre Mahallesi,Daire | 2+1 | Müstakil | 90 m²,18.000 TL
Karşıyaka - Fikri Altay Mahallesi,Daire | 1+1 | Yüksek giriş | 50 m²,25.000 TL
Buca - Yenigün Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,31.000 TL
Buca - Çamlık Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,20.000 TL
Buca - İnkılap Mahallesi,Daire | 2+1 | 4. Kat | 115 m²,25.500 TL
Menderes - Gümüldür Fevzi Çakmak Mahallesi,Daire | 2+1 | 4. Kat | 75 m²,40.000 TL
Menemen - 29 Ekim Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,23.800 TL
Urla - Altıntaş Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 110 m²,29.000 TL
Urla - Denizli Mahallesi,Daire | 1+1 | 1. Kat | 90 m²,45.000 TL
Karabağlar - Doğanay Mahallesi,Daire | 4+1 | 3. Kat | 233 m²,35.000 TL
Karşıyaka - Dedebaşı Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,29.000 TL
Bergama - Fatih Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,25.000 TL
Bergama - Fatih Mahallesi,Daire | 2+1 | 4. Kat | 80 m²,15.000 TL
Buca - Hürriyet Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,25.000 TL
Buca - Efeler Mahallesi,Daire | 3+1 | 4. Kat | 135 m²,28.000 TL
Buca - Dumlupınar Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,21.250 TL
Buca - Atatürk Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,31.000 TL33.000 TL
Gaziemir - Binbaşı Reşatbey Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,20.000 TL
Karşıyaka - Bahçelievler Mahallesi,Daire | 3+1 | 4. Kat | 140 m²,42.000 TL
Narlıdere - Ilıca Mahallesi,Daire | 3+1 | Kot 2 (-2). Kat | 150 m²,35.000 TL
Menemen - 85. Yıl Cumhuriyet Mahallesi,Daire | 2+1 | 3. Kat | 75 m²,16.000 TL
Menemen - 85. Yıl Cumhuriyet Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,18.000 TL
Gaziemir - Gazi Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,39.000 TL
Aliağa - Atatürk Mahallesi,Daire | 3+1 | 3. Kat | 125 m²,22.000 TL
Aliağa - Yeni Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,16.000 TL
Aliağa - Yeni Mahallesi,Daire | 3+1 | 2. Kat | 120 m²,25.000 TL
Bergama - Atatürk Mahallesi,Daire | 3+1 | Yüksek giriş | 100 m²,16.500 TL
Çiğli - Yeni Mahalle Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,32.000 TL
Menemen - 85. Yıl Cumhuriyet Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,14.000 TL
