location,information,sales_price
Kepez - Yeni Doğan Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,24.000 TL
Muratpaşa - Kızılarık Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,18.000 TL
Muratpaşa - Fener Mahallesi,Daire | 3+1 | 2. Kat | 160 m²,80.000 TL
Muratpaşa - Meydankavağı Mahallesi,Daire | 3+1 | 2. Kat | 155 m²,49.000 TL
Muratpaşa - Kızılarık Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,22.000 TL
Muratpaşa - Çağlayan Mahallesi,Daire | 3+1 | 4. Kat | 210 m²,50.000 TL
Konyaaltı - Siteler Mahallesi,Daire | 1+1 | 4. Kat | 90 m²,36.000 TL
Alanya - Hacet Mahallesi,Daire | 3+2 | Çatı Dubleks | 270 m²,40.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 3. Kat | 70 m²,17.000 TL19.000 TL
Kaş - Andifli Mahallesi,Daire | 2+1 | 2. Kat | 65 m²,35.000 TL
Konyaaltı - Sarısu Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,28.000 TL30.000 TL
Muratpaşa - Zerdalilik Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,39.000 TL
Konyaaltı - Arapsuyu Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,30.000 TL
Döşemealtı - Yeniköy Mahallesi,Daire | 1+1 | Yüksek giriş | 35 m²,11.000 TL
Konyaaltı - Toros Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,28.000 TL
Alanya - Saray Mahallesi,Daire | 1+1 | 3. Kat | 70 m²,13.500 TL16.000 TL
Alanya - Oba Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,20.000 TL
Serik - Akçaalan Mahallesi,Daire | 3+1 | 2. Kat | 160 m²,18.000 TL20.000 TL
Alanya - Cumhuriyet Mahallesi,Daire | 3+1 | 4. Kat | 170 m²,30.000 TL33.000 TL
Döşemealtı - Bahçeyaka Mahallesi,Daire | 1+1 | Yüksek giriş | 60 m²,13.500 TL
Alanya - Oba Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,25.000 TL
Kepez - Yeşilyurt Mahallesi,Daire | 2+1 | Yüksek giriş | 80 m²,20.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 3+1 | 1. Kat | 110 m²,55.000 TL
Kepez - Yeşilyurt Mahallesi,Daire | 2+1 | Yüksek giriş | 80 m²,20.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 3+1 | 1. Kat | 110 m²,55.000 TL
Konyaaltı - Liman Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,40.000 TL
Kepez - Kültür Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,15.000 TL
Konyaaltı - Çağlarca Mahallesi,Daire | 4+1 | Müstakil | 250 m²,30.000 TL
Alanya - Tosmur Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,25.000 TL
Alanya - Kestel Mahallesi,Daire | 1+1 | 3. Kat | 70 m²,32.000 TL
Konyaaltı - Sarısu Mahallesi,Daire | 3+1 | 8. Kat | 150 m²,27.000 TL
Kepez - Aktoprak Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,20.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 8. Kat | 55 m²,25.000 TL
Alanya - Kadıpaşa Mahallesi,Daire | 2+1 | 5. Kat | 120 m²,20.000 TL
Döşemealtı - Yeniköy Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,14.000 TL
Konyaaltı - Gürsu Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,30.000 TL
Kepez - Kültür Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,30.000 TL
Manavgat - Sanayi Mahallesi,Daire | 3+1 | 3. Kat | 150 m²,22.000 TL
Manavgat - Sarılar Mahallesi,Daire | 2+1 | Çatı katı | 85 m²,13.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 7. Kat | 50 m²,21.000 TL
Manavgat - Aşağı Hisar Mahallesi,Daire | 2+1 | 4. Kat | 105 m²,25.000 TL
Alanya - Fığla Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,20.000 TL
Kepez - Teomanpaşa Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,15.000 TL17.500 TL
Alanya - Oba Mahallesi,Daire | 2+1 | 3. Kat | 125 m²,30.000 TL
Muratpaşa - Altındağ Mahallesi,Daire | 3+1 | 4. Kat | 130 m²,20.000 TL
Muratpaşa - Yüksekalan Mahallesi,Daire | 3+1 | 2. Kat | 160 m²,18.000 TL
Kepez - Sütçüler Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 85 m²,18.000 TL
Kepez - Göçerler Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,17.500 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,16.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 3. Kat | 45 m²,20.000 TL
Muratpaşa - Güzeloba Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,35.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 5. Kat | 90 m²,25.000 TL
Muratpaşa - Fener Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,27.500 TL
Konyaaltı - Molla Yusuf Mahallesi,Daire | 3+1 | Bahçe katı | 145 m²,70.000 TL
Alanya - Kızlar Pınarı Mahallesi,Daire | 2+1 | 2. Kat | 140 m²,25.000 TL
Alanya - Payallar Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,19.000 TL
Serik - Boğazkent Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,18.000 TL
Serik - Merkez Mahallesi,Daire | 5+1 | 5. Kat | 280 m²,30.000 TL
Serik - Belek Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,28.500 TL
Serik - Merkez Mahallesi,Daire | 3+1 | 4. Kat | 148 m²,25.000 TL
Muratpaşa - Çağlayan Mahallesi,Daire | 3+1 | 5. Kat | 180 m²,50.000 TL
Muratpaşa - Çağlayan Mahallesi,Daire | 3+1 | 2. Kat | 180 m²,35.000 TL
Kepez - Teomanpaşa Mahallesi,Daire | 2+1 | 1. Kat | 120 m²,17.000 TL18.000 TL
Serik - Belek Mahallesi,Daire | 4+1 | 3. Kat | 210 m²,40.000 TL45.000 TL
Alanya - Büyükhasbahçe Mahallesi,Daire | 4+2 | Bahçe dublex | 240 m²,37.500 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 8. Kat | 110 m²,25.000 TL
Konyaaltı - Arapsuyu Mahallesi,Daire | 2+1 | Yüksek giriş | 65 m²,30.000 TL
Döşemealtı - Yeniköy Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,13.000 TL
Alanya - Saray Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,15.000 TL
Kepez - Şafak Mahallesi,Daire | 1+1 | 1. Kat | 75 m²,17.500 TL
Konyaaltı - Uluç Mahallesi,Daire | 3+1 | Bahçe katı | 150 m²,52.000 TL
Manavgat - Ilıca Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,18.500 TL
Alanya - Saray Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,24.000 TL
Manavgat - Sarılar Mahallesi,Daire | 2+1 | 2. Kat | 105 m²,24.000 TL
Alanya - Çıplaklı Mahallesi,Daire | 1+1 | 6. Kat | 55 m²,22.000 TL25.000 TL
Aksu - Altıntaş Mahallesi,Daire | 3+1 | 10. Kat | 150 m²,22.000 TL
Kepez - Kültür Mahallesi,Daire | 2+1 | 4. Kat | 80 m²,21.500 TL
Alanya - Şekerhane Mahallesi,Daire | 3+1 | 1. Kat | 140 m²,20.000 TL25.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 7. Kat | 85 m²,27.500 TL
Gazipaşa - Pazarcı Mahallesi,Daire | 3+1 | Kot 4 (-4). Kat | 130 m²,10.000 TL
Kemer - Merkez Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,40.000 TL
Muratpaşa - Bahçelievler Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,38.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 5. Kat | 75 m²,20.000 TL
Kepez - Göksu Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,25.000 TL
Kepez - Altınova Orta Mahallesi,Daire | 3+1 | 1. Kat | 135 m²,42.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 3. Kat | 150 m²,40.000 TL
Muratpaşa - Şirinyalı Mahallesi,Daire | 3+1 | 10. Kat | 170 m²,40.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 4. Kat | 76 m²,22.000 TL
Alanya - Avsallar Mahallesi,Daire | 1+1 | 1. Kat | 48 m²,13.000 TL15.000 TL
Muratpaşa - Sinan Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,23.000 TL
Finike - Kum Mahallesi,Daire | 1+1 | 5. Kat | 55 m²,15.250 TL
Serik - Belek Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,25.000 TL
Muratpaşa - Yeşilbahçe Mahallesi,Daire | 3+1 | 4. Kat | 165 m²,45.000 TL
Kepez - Yeşilyurt Mahallesi,Daire | 2+1 | Yüksek giriş | 110 m²,20.000 TL22.000 TL
Muratpaşa - Altındağ Mahallesi,Daire | 3+1 | 4. Kat | 130 m²,29.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,23.000 TL25.000 TL
Alanya - Hacet Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,17.000 TL
Alanya - Güller Pınarı Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,20.000 TL
Manavgat - Ilıca Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,16.500 TL
Manavgat - Çenger Mahallesi,Daire | 4+1 | 3. Kat | 220 m²,17.500 TL
Manavgat - Ilıca Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,17.500 TL
Döşemealtı - Çıplaklı Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,20.000 TL
Alanya - Demirtaş Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,15.000 TL18.000 TL
Konyaaltı - Liman Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,35.000 TL
Muratpaşa - Meydankavağı Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,55.000 TL
Konyaaltı - Akkuyu Mahallesi,Daire | 3+1 | 2. Kat | 160 m²,115.000 TL
Kepez - Yeni Doğan Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 45 m²,16.000 TL
Alanya - Cikcilli Mahallesi,Daire | 2+1 | 1. Kat | 115 m²,20.000 TL
Muratpaşa - Altındağ Mahallesi,Daire | 3+1 | 4. Kat | 125 m²,29.000 TL
Konyaaltı - Molla Yusuf Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,27.000 TL
Kepez - Göksu Mahallesi,Daire | 1+1 | 4. Kat | 65 m²,21.000 TL
Muratpaşa - Güvenlik Mahallesi,Daire | 3+1 | Kot 4 (-4). Kat | 150 m²,18.000 TL
Manavgat - Kızılağaç Mahallesi,Daire | 2+1 | Villa tipi | 85 m²,20.000 TL
Kepez - Fabrikalar Mahallesi,Daire | 5+1 | 2. Kat | 180 m²,29.000 TL
Kepez - Kültür Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,18.000 TL
Kepez - Gülveren Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,20.000 TL
Kepez - Yeşilyurt Mahallesi,Daire | 1+1 | Yüksek giriş | 60 m²,16.000 TL
Alanya - Oba Mahallesi,Daire | 2+1 | 1. Kat | 130 m²,16.000 TL18.000 TL
Kepez - Aydoğmuş Mahallesi,Daire | 1+1 | Yüksek giriş | 43 m²,21.000 TL
Finike - Kum Mahallesi,Daire | 2+1 | 4. Kat | 135 m²,45.000 TL
Elmalı - Karyağdı Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,12.000 TL
Elmalı - Camiatik Mahallesi,Daire | 2+1 | 1. Kat | 85 m²,10.500 TL
Kepez - Aydoğmuş Mahallesi,Daire | 1+1 | Bahçe katı | 43 m²,19.000 TL
Finike - Kum Mahallesi,Daire | 1+1 | 1. Kat | 53 m²,13.500 TL
Alanya - Tosmur Mahallesi,Daire | 2+1 | 3. Kat | 105 m²,38.000 TL
Manavgat - Aşağı Hisar Mahallesi,Daire | 3+1 | 2. Kat | 175 m²,17.000 TL19.000 TL
Serik - Belek Mahallesi,Daire | 4+1 | Müstakil | 150 m²,35.000 TL
Serik - Belek Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,35.000 TL
Muratpaşa - Güvenlik Mahallesi,Daire | 3+1 | 3. Kat | 166 m²,28.000 TL30.000 TL
Muratpaşa - Güvenlik Mahallesi,Daire | 3+1 | 3. Kat | 166 m²,28.000 TL30.000 TL
Alanya - Tosmur Mahallesi,Daire | 1+1 | 5. Kat | 70 m²,15.000 TL17.000 TL
Kepez - Zafer Mahallesi,Daire | 3+1 | 8. Kat | 130 m²,35.000 TL40.000 TL
Alanya - Avsallar Mahallesi,Daire | 1+1 | 6. Kat | 55 m²,12.000 TL
Alanya - Şekerhane Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,15.000 TL
Alanya - Cikcilli Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,17.000 TL
Alanya - Cikcilli Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,17.000 TL
Gazipaşa - Cumhuriyet Mahallesi,Daire | 2+1 | 4. Kat | 135 m²,20.000 TL
Kepez - Kepez Mahallesi,Daire | 3+1 | 8. Kat | 118 m²,24.000 TL
Kepez - Ahatlı Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,24.750 TL
Gazipaşa - Pazarcı Mahallesi,Daire | 1+1 | 4. Kat | 70 m²,13.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,21.000 TL
Kepez - Ayanoğlu Mahallesi,Daire | 3+1 | 1. Kat | 170 m²,35.000 TL
Kepez - Ayanoğlu Mahallesi,Daire | 3+1 | 2. Kat | 170 m²,35.000 TL
Muratpaşa - Yıldız Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,20.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | Bahçe katı | 55 m²,27.000 TL
Döşemealtı - Yeniköy Mahallesi,Daire | 3+1 | 2. Kat | 145 m²,13.000 TL15.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,20.000 TL23.000 TL
Gazipaşa - Cumhuriyet Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,30.000 TL
Kepez - Göçerler Mahallesi,Daire | 2+1 | Yüksek giriş | 120 m²,17.000 TL
Manavgat - Side Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,30.000 TL40.000 TL
Alanya - Kestel Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,23.000 TL
Alanya - Çıplaklı Mahallesi,Daire | 1+1 | Bahçe katı | 75 m²,9.000 TL
Alanya - Demirtaş Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,20.000 TL
Kepez - Yeşilyurt Mahallesi,Daire | 2+1 | Çatı katı | 90 m²,20.000 TL
Muratpaşa - Kızıltoprak Mahallesi,Daire | 4+1 | Kot 3 (-3). Kat | 160 m²,37.000 TL42.000 TL
Kepez - Ahatlı Mahallesi,Daire | 2+1 | 1. Kat | 125 m²,27.000 TL
Kepez - Kültür Mahallesi,Daire | 1+1 | 3. Kat | 58 m²,20.000 TL
Muratpaşa - Üçgen Mahallesi,Daire | 3+1 | 5. Kat | 140 m²,40.000 TL
Konyaaltı - Uluç Mahallesi,Daire | 4+1 | 4. Kat | 320 m²,120.000 TL
Manavgat - Ilıca Mahallesi,Daire | 2+1 | Yüksek giriş | 70 m²,22.000 TL
Muratpaşa - Ermenek Mahallesi,Daire | 1+1 | Bahçe katı | 55 m²,17.500 TL
Serik - Belek Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,45.000 TL
Serik - Belek Mahallesi,Daire | 1+1 | 1. Kat | 85 m²,19.500 TL
Kepez - Altınova Orta Mahallesi,Daire | 1+1 | 5. Kat | 45 m²,16.500 TL
Aksu - Macun Mahallesi,Daire | 2+1 | 1. Kat | 70 m²,17.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 1. Kat | 85 m²,19.500 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 1. Kat | 75 m²,19.500 TL
Konyaaltı - Liman Mahallesi,Daire | 3+1 | 7. Kat | 180 m²,60.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 11. Kat | 55 m²,17.000 TL
Muratpaşa - Güzeloba Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,21.000 TL
Aksu - Altıntaş Mahallesi,Daire | 3+1 | 12. Kat | 160 m²,30.000 TL
Kepez - Erenköy Mahallesi,Daire | 5+1 | Yüksek giriş | 180 m²,23.000 TL
Muratpaşa - Güzeloluk Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,45.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 1. Kat | 65 m²,19.500 TL
Döşemealtı - Yeniköy Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,15.000 TL
Kepez - Altınova Orta Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,20.000 TL
Muratpaşa - Fener Mahallesi,Daire | 4+1 | 2. Kat | 320 m²,50.000 TL
Konyaaltı - Gürsu Mahallesi,Daire | 4+1 | Bahçe katı | 350 m²,130.000 TL
Muratpaşa - Fener Mahallesi,Daire | 4+1 | 3. Kat | 280 m²,80.000 TL
Muratpaşa - Fener Mahallesi,Daire | 4+1 | 2. Kat | 280 m²,75.000 TL
Muratpaşa - Ermenek Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,25.500 TL
Muratpaşa - Meydankavağı Mahallesi,Daire | 3+1 | 5. Kat | 150 m²,32.000 TL
Kepez - Gülveren Mahallesi,Daire | 2+1 | 11. Kat | 120 m²,57.500 TL
Kepez - Fevzi Çakmak Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,18.000 TL
Muratpaşa - Bayındır Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,20.000 TL
Alanya - Hacet Mahallesi,Daire | 2+1 | 3. Kat | 130 m²,15.000 TL
Alanya - Saray Mahallesi,Daire | 3+1 | Kot 4 (-4). Kat | 130 m²,21.000 TL26.000 TL
Muratpaşa - Fener Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,45.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 2+1 | 1. Kat | 106 m²,40.000 TL
Alanya - Dinek Mahallesi,Daire | 3+1 | 5. Kat | 150 m²,25.000 TL
Kepez - Çankaya Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,20.000 TL
Alanya - Saray Mahallesi,Daire | 1+1 | 1. Kat | 75 m²,17.000 TL18.000 TL
Konyaaltı - Kuşkavağı Mahallesi,Daire | 2+1 | 8. Kat | 100 m²,75.000 TL
Konyaaltı - Gürsu Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,70.000 TL
Konyaaltı - Gürsu Mahallesi,Daire | 3+1 | 1. Kat | 140 m²,38.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,25.000 TL
Manavgat - Yukarı Pazarcı Mahallesi,Daire | 4+1 | 3. Kat | 220 m²,37.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,28.000 TL
Alanya - Cikcilli Mahallesi,Daire | 1+1 | 6. Kat | 70 m²,40.000 TL
Alanya - Kestel Mahallesi,Daire | 1+1 | 4. Kat | 75 m²,26.000 TL
Alanya - Tosmur Mahallesi,Daire | 2+1 | 1. Kat | 109 m²,38.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 5. Kat | 85 m²,20.000 TL
Muratpaşa - Bahçelievler Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,25.000 TL
Alanya - Oba Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,15.000 TL
Manavgat - Ilıca Mahallesi,Daire | 3+1 | 2. Kat | 100 m²,45.000 TL56.000 TL
Manavgat - Sorgun Mahallesi,Daire | 1+1 | Bodrum Kat | 50 m²,21.000 TL
Kepez - Çankaya Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,25.000 TL
Muratpaşa - Meydankavağı Mahallesi,Daire | 2+1 | 1. Kat | 85 m²,33.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,17.500 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | Bahçe katı | 55 m²,17.500 TL
Konyaaltı - Gürsu Mahallesi,Daire | 6+1 | 4. Kat | 300 m²,46.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 1. Kat | 65 m²,22.000 TL
Döşemealtı - Yeniköy Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,15.500 TL
Kepez - Altınova Orta Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,20.000 TL
Muratpaşa - Ermenek Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,28.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 2. Kat | 70 m²,23.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,16.000 TL
Muratpaşa - Meydankavağı Mahallesi,Daire | 3+1 | 5. Kat | 150 m²,35.000 TL
Konyaaltı - Toros Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,31.500 TL
Aksu - Macun Mahallesi,Daire | 2+1 | 4. Kat | 80 m²,18.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,31.000 TL
Muratpaşa - Güzeloba Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,45.000 TL
Muratpaşa - Güzeloba Mahallesi,Daire | 1+1 | Bahçe katı | 80 m²,22.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 5. Kat | 80 m²,26.500 TL
Aksu - Altıntaş Mahallesi,Daire | 3+1 | 1. Kat | 160 m²,36.500 TL
Kepez - Teomanpaşa Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,20.000 TL
Kemer - Göynük Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 60 m²,25.000 TL
Kepez - Karşıyaka Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,18.000 TL
Alanya - Saray Mahallesi,Daire | 1+1 | 1. Kat | 62 m²,20.000 TL
Alanya - Büyükhasbahçe Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,30.000 TL
Alanya - Saray Mahallesi,Daire | 1+1 | Yüksek giriş | 80 m²,17.500 TL
Serik - Kökez Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,15.000 TL
Konyaaltı - Arapsuyu Mahallesi,Daire | 1+1 | Yüksek giriş | 50 m²,25.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | Bahçe katı | 75 m²,20.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 1. Kat | 105 m²,22.000 TL25.000 TL
Serik - Kadriye Mahallesi,Daire | 1 Oda | Yüksek giriş | 50 m²,17.500 TL
Kepez - Kültür Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,25.500 TL
Kepez - Kültür Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,25.500 TL
Kepez - Kültür Mahallesi,Daire | 1+1 | Yüksek giriş | 65 m²,20.000 TL
Konyaaltı - Liman Mahallesi,Daire | 1+1 | 4. Kat | 70 m²,23.000 TL
Kepez - Şafak Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,17.000 TL
Kepez - Şafak Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,18.000 TL
Kepez - Kanal Mahallesi,Daire | 3+1 | 2. Kat | 165 m²,25.000 TL
Muratpaşa - Muratpaşa Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,21.500 TL
Konyaaltı - Hurma Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,28.000 TL
Manavgat - Boztepe Mahallesi,Daire | 3+1 | 2. Kat | 120 m²,10.000 TL
Alanya - Payallar Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,12.500 TL
Kepez - Göksu Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,22.000 TL
Muratpaşa - Yüksekalan Mahallesi,Daire | 1+1 | Yüksek giriş | 70 m²,19.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 7. Kat | 132 m²,27.500 TL
Konyaaltı - Hurma Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,28.000 TL
Manavgat - Kavaklı Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,23.000 TL
Konyaaltı - Altınkum Mahallesi,Daire | 2+1 | 3. Kat | 200 m²,170.000 TL
Manavgat - Karacalar Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,17.500 TL20.000 TL
Alanya - Saray Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,20.000 TL
Muratpaşa - Altındağ Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,23.000 TL25.000 TL
Konyaaltı - Liman Mahallesi,Daire | 3+1 | 6. Kat | 155 m²,80.000 TL
Konyaaltı - Uncalı Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,32.000 TL
Elmalı - Yeni Mahallesi,Daire | 3+1 | 1. Kat | 140 m²,18.000 TL
Muratpaşa - Demircikara Mahallesi,Daire | 3+1 | 4. Kat | 145 m²,60.000 TL65.000 TL
Serik - Belek Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,35.000 TL
Serik - Belek Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,18.000 TL
Alanya - Kestel Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,15.000 TL16.000 TL
Serik - Belek Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,18.000 TL
Alanya - Kestel Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,15.000 TL16.000 TL
Alanya - Tosmur Mahallesi,Daire | 2+1 | 3. Kat | 115 m²,18.000 TL
Alanya - Güller Pınarı Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,30.000 TL
Muratpaşa - Elmalı Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,65.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 10. Kat | 120 m²,25.000 TL
Muratpaşa - Yüksekalan Mahallesi,Daire | 3+1 | 1. Kat | 135 m²,22.000 TL
Muratpaşa - Gençlik Mahallesi,Daire | 3+1 | 7. Kat | 145 m²,45.000 TL50.000 TL
Alanya - Kızlar Pınarı Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,30.000 TL
Kaş - Bayındır Mahallesi,Daire | 4+1 | 2. Kat | 125 m²,17.500 TL
Alanya - Konaklı Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,16.000 TL
Muratpaşa - Güzeloba Mahallesi,Daire | 3+1 | 1. Kat | 180 m²,45.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 4. Kat | 55 m²,20.000 TL
Alanya - Şekerhane Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,19.000 TL
Muratpaşa - Meydankavağı Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 85 m²,27.000 TL
Alanya - Küçükhasbahçe Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,25.000 TL
Muratpaşa - Çağlayan Mahallesi,Daire | 4+1 | 3. Kat | 280 m²,140.000 TL
Kepez - Çankaya Mahallesi,Daire | 2+1 | 3. Kat | 140 m²,30.000 TL
