İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Yapı Durumu,Yapı Tipi,Eşya Durumu,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Takas,Banyo Sayısı,Banyo Metrekare,Balkon Durumu,Salon Metrekare,WC Sayısı,Fiyat Durumu,Görüntülü Gezilebilir mi?,Ada,Parsel,fiyat,konum,URL,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,WC Metrekare
17922568,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,5-10,Yüksek Giriş,14,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,,,,Kat İrtifakı,Hayır,,,2,,,,,Genel Fiyat,,8387,3,25.000TL,Mersin - Toroslar - Çağdaşkent Mahallesi,https://www.emlakjet.com/ilan/acar-group-insaat-tan-cagdaskent-mh-havuzlu-site-icerisinde-21-kiralik-daire-17922568,,,,
17922699,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,240 m²,250 m²,4+1,5-10,1.Kat,9,Merkezi Doğalgaz,Boş,,,,,Kat Mülkiyeti,Hayır,,,2,,,,,Genel Fiyat,,1105,1,40.000TL,Mersin - Anamur - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/anchor-gayrimenkul-den-yesil-yurt-mahallesinde-41-kiralik-daire-17922699,,,,
17926228,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,,,Eşyalı,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,20.000TL,Mersin - Yenişehir - Aydınlıkevler Mahallesi,https://www.emlakjet.com/ilan/aydinlikevler-mah-forum-avm-civari-ful-esyali-kiralik-11-17926228,,,,
17925191,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,21 Ve Üzeri,4.Kat,4,Klimalı,Boş,,,Boş,,Kat Mülkiyeti,Evet,,Yok,1,,,,,Genel Fiyat,,,,14.000TL,Mersin - Mezitli - Tece Mahallesi,https://www.emlakjet.com/ilan/prestij-den-deniz-mah-de-deniz-manzarali-site-ici-31-daire-17925191,,,,
17919910,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,77 m²,85 m²,2+1,2,5.Kat,5,Kombi Doğalgaz,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,27.000TL,Mersin - Yenişehir - 50. Yıl Mahallesi,https://www.emlakjet.com/ilan/50-yil-mah-dogalgazli-21-daire-17919910,,,,
17920064,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,160 m²,189 m²,3+1,21 Ve Üzeri,1.Kat,15,Klimalı,Boş,İkinci El,Betonarme,Eşyalı,,Yabancıdan,Hayır,,Yok,1,,Var,,,Genel Fiyat,Evet,,,23.000TL,Mersin - Mezitli - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/karinca-dan-denize-ve-anayola-sifir-buyuk-peyzajli-31-kiralik-17920064,2,,,
17922871,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,240 m²,250 m²,4+1,5-10,6.Kat,9,Merkezi Doğalgaz,Boş,,,,,Kat Mülkiyeti,Hayır,,,2,,,,,Genel Fiyat,,1105,1,30.000TL,Mersin - Anamur - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/anchor-gayrimenkul-den-yesilyurt-mahallesinde-deniz-manzarali-kiralik-daire-17922871,,,,
17925421,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,170 m²,220 m²,3+1,16-20,1.Kat,10,Klimalı,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,2,,,,,Genel Fiyat,,,,20.000TL,Mersin - Erdemli - Merkez Mahallesi,https://www.emlakjet.com/ilan/merkez-mahallesinde-31-kiralik-daire-17925421,,,,
17929426,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,0 (Yeni),7.Kat,12,Kombi Doğalgaz,Boş,,,Eşyalı,,Kat Mülkiyeti,Evet,,Yok,1,,,,,Genel Fiyat,,,,23.000TL,Mersin - Mezitli - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/oktay-guvencesi-ile-11-firsat-daireler-17929426,,,,
17922408,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,90 m²,120 m²,2+1,2,5.Kat,8,Klimalı,Boş,,,Boş,,Kat Mülkiyeti,Evet,,Yok,2,,,,,Genel Fiyat,,,,15.500TL,Mersin - Erdemli - Arpaçbahşiş Mahallesi,https://www.emlakjet.com/ilan/forexten-b-mutfakli-site-ici-deniz-manzarali-aylik-odeme-21-17922408,,,,
17920372,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,48 m²,55 m²,1+1,5-10,6.Kat,14,Klimalı,Boş,,,,,Kat Mülkiyeti,Hayır,,,1,,,,,Genel Fiyat,,170,2,19.000TL,Mersin - Mezitli - Tece Mahallesi,https://www.emlakjet.com/ilan/ethereal-den-tece-de-denize-yakin-esyali-havuzlu-11-17920372,,,,
17921610,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,4,11.Kat,13,Klimalı,Boş,,,Eşyalı,,Kat Mülkiyeti,Hayır,,Yok,2,,,,,Genel Fiyat,,,,32.000TL,Mersin - Mezitli - Akdeniz Mahallesi,https://www.emlakjet.com/ilan/black-te-mezitli-de-deniz-manzarali-21-fullfull-esyali-kiralik-17921610,,,,
17936807,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,77 m²,90 m²,1+1,5-10,6.Kat,14,Klimalı,Boş,,,Eşyalı,,Kat Mülkiyeti,Evet,,Yok,1,,,,,Genel Fiyat,,,,240.000TL,Mersin - Erdemli - Çeşmeli Mahallesi,https://www.emlakjet.com/ilan/win-den-liparis-suncity-de-deniz-manzarali-esyali-11-17936807,,,,
17926109,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,4+1,2,1.Kat,10,Kombi Doğalgaz,Boş,,,,,Yabancıdan,Evet,,,2,,,,,Genel Fiyat,,,,55.000TL,Mersin - Erdemli - Alata Mahallesi,https://www.emlakjet.com/ilan/alatanin-en-luks-sitesinde-dogalgazli-41-17926109,,,,
17928110,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,4.Kat,13,Klimalı,Boş,,,Eşyalı,,Kat İrtifakı,Hayır,,Yok,1,,,,,Genel Fiyat,,,,20.000TL,Mersin - Yenişehir - Çiftlikköy Mahallesi,https://www.emlakjet.com/ilan/nora-dan-caddeye-sifir-genis-temiz-daire-17928110,,,,
17920083,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,5-10,2.Kat,3,Klimalı,Boş,,,,,Kat Mülkiyeti,Hayır,,,1,,,,,Genel Fiyat,,389,5,18.000TL,Mersin - Yenişehir - Çiftlikköy Mahallesi,https://www.emlakjet.com/ilan/arcity-den-yenisehir-ciftlikkoy-de-21-amerikan-mutfakli-17920083,,,,
17925053,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,40 m²,55 m²,1+1,2,Yüksek Giriş,10,Klimalı,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,10.000TL,Mersin - Erdemli - Alata Mahallesi,https://www.emlakjet.com/ilan/alata-da-denize-50-metre-11-kiralik-luks-daire-17925053,,,,
17923304,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,2,2.Kat,3,Güneş Enerjisi,Boş,,,Boş,250 TL,Kat İrtifakı,Evet,15000 TL,,1,,Var,,,Genel Fiyat,,507,16,15.000TL,Mersin - Silifke - Sarıcalar Mahallesi,https://www.emlakjet.com/ilan/sahibinden-17923304,2,Açık Balkon,,
17919888,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,100 m²,130 m²,2+1,0 (Yeni),3.Kat,8,Kombi Doğalgaz,Boş,,,,,Kat Mülkiyeti,Hayır,,,2,,,,,Genel Fiyat,,7161,7,28.000TL,Mersin - Yenişehir - Menteş Mahallesi,https://www.emlakjet.com/ilan/lemas-emlak-mentes-21-kiralik-sik-daire-17919888,,,,
17925181,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,160 m²,180 m²,3+1,5-10,2.Kat,10,Kombi Doğalgaz,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,2,,,,,Genel Fiyat,,,,35.000TL,Mersin - Yenişehir - Menteş Mahallesi,https://www.emlakjet.com/ilan/prestij-den-mentes-te-super-lux-sitede-doglgazli-31-kiralik-17925181,,,,
17925999,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,0 (Yeni),3.Kat,5,Klimalı,Boş,,,,,Kat Mülkiyeti,Hayır,,,1,,,,,Genel Fiyat,,46,4,20.000TL,Mersin - Silifke - Göksu Mahallesi,https://www.emlakjet.com/ilan/mersin-silifke-goksu-mahallesi-emniyet-civari-31-sifir-kiralik-daire-17925999,,,,
17926192,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,52 m²,65 m²,1+1,0 (Yeni),4.Kat,4,Klimalı,Boş,,,Eşyalı,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,14.000TL,Mersin - Erdemli - Kocahasanlı Mahallesi,https://www.emlakjet.com/ilan/king-den-kocahasanli-da-esyali-kiralik-firsat-1-17926192,,,,
17924320,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,21 Ve Üzeri,3.Kat,6,Klimalı,Boş,İkinci El,Betonarme,Boş,,Kat İrtifakı,Hayır,13500 TL,,1,,Var,,1,Genel Fiyat,Evet,454,142,13.500TL,Mersin - Akdeniz - Hamidiye Mahallesi,https://www.emlakjet.com/ilan/ergunden-hamidiyede-asansorlu-kiralik-temiz-21-daire-17924320,1,Açık Balkon,,
17925194,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,21 Ve Üzeri,4.Kat,4,Klimalı,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,12.500TL,Mersin - Akdeniz - Turgutreis Mahallesi,https://www.emlakjet.com/ilan/prestij-den-turgutreis-te-kosebasi-ferah-ayri-mutfak-temiz-21-17925194,,,,
17925186,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,5.Kat,6,Klimalı,Boş,,,Eşyalı,,Kat Mülkiyeti,Evet,,Yok,1,,,,,Genel Fiyat,,,,16.000TL,Mersin - Yenişehir - Çiftlikköy Mahallesi,https://www.emlakjet.com/ilan/prestij-den-ciftlikkoy-de-site-ici-full-esyali-11-kiralik-17925186,,,,
17925192,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,21 Ve Üzeri,1.Kat,7,Klimalı,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,15.000TL,Mersin - Yenişehir - Pirireis Mahallesi,https://www.emlakjet.com/ilan/prestij-den-pirireis-te-millet-bahcesi-civari-asansorlu-31-17925192,,,,
17926229,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,11-15,Müstakil,1,Kombi Doğalgaz,Boş,,,,,Müstakil Tapulu,Hayır,,Yok,1,,,,,Genel Fiyat,,,,12.000TL,Mersin - Gülnar - Hacıpınar Mahallesi,https://www.emlakjet.com/ilan/beykent-g-m-den-831-metrekare-arsa-icerisinde-kiralik-mustakil-17926229,,,,
17938665,23 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,Yüksek Giriş,2,Klimalı,Boş,,,Eşyalı,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,16.000TL,Mersin - Yenişehir - Çiftlikköy Mahallesi,https://www.emlakjet.com/ilan/prestij-den-ciftlikkoy-de-full-esyali-11-kiralik-daire-17938665,,,,
17925290,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,145 m²,180 m²,3+1,5-10,5.Kat,12,Kombi Doğalgaz,Boş,,,Boş,,Kat İrtifakı,Evet,,Yok,2,,,,,Genel Fiyat,,,,32.000TL,Mersin - Yenişehir - Çiftlikköy Mahallesi,https://www.emlakjet.com/ilan/emlak-z-den-universite-cad-site-ici-havuz-dogal-gaz-31-17925290,,,,
17914299,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,2,4.Kat,15,Klimalı,Boş,,,Eşyalı,,Kat Mülkiyeti,Hayır,,,1,,Var,,,Genel Fiyat,,266,6,20.000TL,Mersin - Mezitli - Deniz Mahallesi,https://www.emlakjet.com/ilan/view-den-tecede-marka-projede-sik-esyali-kiralik-11-daire-17914299,,,,
17917082,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,5-10,3.Kat,3,Klimalı,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,17.000TL,Mersin - Tarsus - Bağlar Mahallesi,https://www.emlakjet.com/ilan/mabelden-kiralik-daire-baglar-mh-merkezi-konumda-31-17917082,,,,
17910438,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,100 m²,130 m²,2+1,0 (Yeni),3.Kat,8,Kombi Doğalgaz,Boş,,,Boş,,Kat İrtifakı,Hayır,,Yok,2,,,,,Genel Fiyat,,,,28.000TL,Mersin - Yenişehir - Menteş Mahallesi,https://www.emlakjet.com/ilan/turyap-sistem-den-mentes-te-kiralik-21-daire-17910438,,,,
17914913,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,4,Klimalı,Boş,,,Eşyalı,3500 TL,Kat Mülkiyeti,Evet,25000 TL,,1,,Var,,1,Genel Fiyat,Hayır,,2201,25.000TL,Mersin - Mezitli - Akdeniz Mahallesi,https://www.emlakjet.com/ilan/idol-den-gmk-ya-ve-denize-sifir-havuz-deniz-manzarali-esyali-21-506ik-17914913,2,Açık Balkon,,
17916426,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,0 (Yeni),5.Kat,6,Klimalı,Boş,,,,,Kat Mülkiyeti,Hayır,,,2,,,,,Genel Fiyat,,13,36,18.000TL,Mersin - Erdemli - Merkez Mahallesi,https://www.emlakjet.com/ilan/kiralik-21-daire-merkez-erdemli-mersin-17916426,,,,
17915250,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,21 Ve Üzeri,4.Kat,6,Klimalı,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,13.500TL,Mersin - Akdeniz - Yeni Mahallesi,https://www.emlakjet.com/ilan/prestij-den-yeni-mah-de-asansorlu-genis-oturumlu-31-daire-17915250,,,,
17911533,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,139 m²,150 m²,3+1,21 Ve Üzeri,3.Kat,3,Klimalı,Boş,İkinci El,Betonarme,,,Kat İrtifakı,Hayır,,Yok,1,,,,,Genel Fiyat,,,,15.500TL,Mersin - Yenişehir - İnönü Mahallesi,https://www.emlakjet.com/ilan/erunden-inonude-sahile-yakin-kiralik-31-daire-17911533,,,,
17918726,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,0 (Yeni),2.Kat,5,Kombi Doğalgaz,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,20.000TL,Mersin - Mezitli - Kuyuluk Mahallesi,https://www.emlakjet.com/ilan/myhome-dan-yerden-isitmali-havuzlu-modern-11-daire-17918726,,,,
17910777,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,4,10.Kat,13,Isıtma Yok,Boş,,,Boş,,Kat Mülkiyeti,Evet,,Yok,1,,,,,Genel Fiyat,,,,23.000TL,Mersin - Yenişehir - Çiftlikköy Mahallesi,https://www.emlakjet.com/ilan/tuzun-den-34-cadde-civari-havuzlu-21-genis-kiralik-daire-17910777,,,,
17914489,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,21 Ve Üzeri,3.Kat,4,Klimalı,Boş,İkinci El,Betonarme,Boş,,Kat İrtifakı,Hayır,,Yok,1,,Var,,1,Genel Fiyat,Hayır,63,42,11.000TL,Mersin - Tarsus - Öğretmenler Mahallesi,https://www.emlakjet.com/ilan/ra-gayrimenkul-kiralik-31-daire-17914489,2,Açık Balkon,,5 m²
17913393,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,21 Ve Üzeri,7.Kat,7,Klimalı,Boş,,,,,Kat İrtifakı,Hayır,,,1,,,,,Genel Fiyat,,535,1,25.500TL,Mersin - Mezitli - Davultepe Mahallesi,https://www.emlakjet.com/ilan/romeda-dan-davultepe-de-full-esyali-site-ici-kiralik-21-17913393,,,,
17915798,19 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,11-15,2.Kat,2,Klimalı,Boş,,,,,Tapu Kaydı Yok,Hayır,25000 TL,,1,,Var,,,Genel Fiyat,,,,18.500TL,Mersin - Tarsus - Gaziler Mahallesi,https://www.emlakjet.com/ilan/ozkandan-ergenekon-mah-full-esyali-kiralik-mustakil-17915798,,,,
17919811,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,170 m²,220 m²,4+1,4,12.Kat,13,Kombi Doğalgaz,Boş,,,Boş,,Kat Mülkiyeti,Evet,,Yok,2,,,,,Genel Fiyat,,,,59.000TL,Mersin - Yenişehir - Menteş Mahallesi,https://www.emlakjet.com/ilan/3-cevreyoluna-sifir-metronun-karsisinda-genis-41-17919811,,,,
17915743,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,150 m²,200 m²,3+1,11-15,7.Kat,10,Kombi Doğalgaz,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,2,,,,,Genel Fiyat,,,,40.000TL,Mersin - Yenişehir - Çiftlikköy Mahallesi,https://www.emlakjet.com/ilan/diamond-dan-univetsite-cad-kiralik-daire-17915743,,,,
17913523,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,54 m²,65 m²,1+1,2,2.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,Boş,,Yabancıdan,Evet,,Yok,1,,Var,,,Genel Fiyat,Evet,,,18.000TL,Mersin - Yenişehir - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/karinca-dan-merkezi-konumda-d-gazli-aylik-odemeli-11-daire-kiralik-17913523,1,,,
17910472,18 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,85 m²,115 m²,2+1,5-10,1.Kat,3,Kombi Doğalgaz,Boş,,,,,Kat İrtifakı,Hayır,,,1,,,,,Genel Fiyat,,4304,11,25.000TL,Mersin - Yenişehir - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/kiralik-21-esyali-hurriyet-mah-de-17910472,,,,
17913684,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,50 m²,58 m²,1+1,4,13.Kat,13,Klimalı,Boş,,,Eşyalı,,Kat İrtifakı,Hayır,,,1,,Var,,1,Genel Fiyat,,9805,17,225.000TL,Mersin - Yenişehir - Çiftlikköy Mahallesi,https://www.emlakjet.com/ilan/nuuk-gayrimenkul-den-tip-fakultesi-civari-full-esyali-kiralik-17913684,1,,,
17915253,19 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,21 Ve Üzeri,2.Kat,4,Klimalı,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,17.500TL,Mersin - Yenişehir - Pirireis Mahallesi,https://www.emlakjet.com/ilan/prestij-den-pirireis-te-hilton-oteli-civari-temiz-31-kiralik-17915253,,,,
17917014,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,86 m²,95 m²,2+1,21 Ve Üzeri,2.Kat,8,Kombi Doğalgaz,Boş,,,Eşyalı,,Kat İrtifakı,Hayır,,Yok,1,,,,,Genel Fiyat,,,,34.000TL,Mersin - Yenişehir - Gazi Mahallesi,https://www.emlakjet.com/ilan/remax-palm-den-adnan-menderes-te-deniz-manzarali-esyali-kiralik-17917014,,,,
17919813,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,165 m²,185 m²,3+1,21 Ve Üzeri,3.Kat,4,Klimalı,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,19.000TL,Mersin - Yenişehir - Güvenevler Mahallesi,https://www.emlakjet.com/ilan/vip-expertiz-den-forum-avm-civari-kiralik-31-daire-17919813,,,,
17915251,19 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,5-10,Yüksek Giriş,3,Klimalı,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,,,12.500TL,Mersin - Akdeniz - Yeni Mahallesi,https://www.emlakjet.com/ilan/prestij-den-yeni-mah-de-5-yasin-da-genis-oturumlu-21-daire-17915251,,,,
17914371,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,70 m²,75 m²,1+1,5-10,2.Kat,5,Klimalı,Boş,,,,,Kat Mülkiyeti,Evet,,,1,,Var,,,Genel Fiyat,,372,91,18.000TL,Mersin - Yenişehir - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/esyali-kiralik-11-17914371,1,Açık Balkon,10 m²,
17917487,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,0 (Yeni),6.Kat,14,Kombi Doğalgaz,Boş,,,Boş,,Kat Mülkiyeti,Evet,,Yok,2,,,,,Genel Fiyat,,,,19.000TL,Mersin - Mezitli - Deniz Mahallesi,https://www.emlakjet.com/ilan/esc-den-deniz-mh-de-dogal-gazli-havuzlu-21-daire-esc2146-17917487,,,,
17913308,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,5-10,9.Kat,15,Klimalı,Boş,,,,,Kat İrtifakı,Hayır,,,2,,,,,Genel Fiyat,,127,5,400.000TL,Mersin - Erdemli - Çeşmeli Mahallesi,https://www.emlakjet.com/ilan/thor-dan-kiralik-liparis-sunflowers-1-de-31-esyali-daire-17913308,,,,
17916833,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,3,8.Kat,11,Kombi Doğalgaz,Boş,,,Boş,,Kat Mülkiyeti,Evet,,Yok,2,,,,,Genel Fiyat,,,,35.000TL,Mersin - Yenişehir - Batıkent Mahallesi,https://www.emlakjet.com/ilan/beykent-gym-den-batikent-de-site-ici-d-gaz-kombili-31-daire-17916833,,,,
17914393,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,95 m²,118 m²,2+1,4,9.Kat,14,Klimalı,Boş,,,,,Yabancıdan,Evet,,,2,,,,,Genel Fiyat,,296,7,28.500TL,Mersin - Erdemli - Arpaçbahşiş Mahallesi,https://www.emlakjet.com/ilan/king-den-havuzlu-site-icinde-esyali-21-daire-17914393,,,,
17911416,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,115 m²,140 m²,3+1,11-15,Düz Giriş (Zemin),3,Güneş Enerjisi,Boş,İkinci El,Betonarme,,200 TL,Kat İrtifakı,Hayır,,Yok,1,,,,,Genel Fiyat,,,,24.000TL,Mersin - Yenişehir - Aydınlıkevler Mahallesi,https://www.emlakjet.com/ilan/yenisehir-aydinlikevler-de-genis-31-yuksek-zemin-daire-17911416,,,,
17919484,20 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,80 m²,88 m²,1+1,5-10,4.Kat,15,Merkezi (Pay Ölçer),Boş,,,Eşyalı,,Kat Mülkiyeti,Evet,,Yok,1,,,,,Genel Fiyat,,,,355.000TL,Mersin - Yenişehir - Çiftlikköy Mahallesi,https://www.emlakjet.com/ilan/uner-marka-proje-mix-mottoda-11-esyali-kiralik-daire-17919484,,,,
17911398,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,11-15,2.Kat,7,Merkezi (Pay Ölçer),Boş,,,Boş,,Kat Mülkiyeti,Evet,,Yok,1,,,,,Genel Fiyat,,,,17.500TL,Mersin - Yenişehir - Çiftlikköy Mahallesi,https://www.emlakjet.com/ilan/altin-emlak-tn-uni-cadde-de-ziraatbank-arkasi-d-gazli-esyali-17911398,,,,
17913076,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,21 Ve Üzeri,2.Kat,6,Klimalı,Boş,İkinci El,Betonarme,Boş,,Yabancıdan,Hayır,,Yok,1,,Var,,,Genel Fiyat,Evet,,,18.000TL,Mersin - Yenişehir - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/karinca-dan-yenisehir-de-amerikan-mutf-anayol-uzerinde-31-daire-kiralik-17913076,2,,,
17907683,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,465 m²,500 m²,4+2,16-20,12.Kat,12,Kombi Doğalgaz,Boş,,,,,Kat İrtifakı,Hayır,,,4,,,,,Genel Fiyat,,,2036,840.000TL,Mersin - Yenişehir - Akkent Mahallesi,https://www.emlakjet.com/ilan/w-property-den-asel-sitesinde-denize-sifir-kiralik-cati-dubleksi-17907683,,,,
17904912,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,2,3.Kat,8,Klimalı,Boş,,,Boş,,Kat İrtifakı,Evet,,Yok,1,,,,,Genel Fiyat,,,,12.000TL,Mersin - Mezitli - Deniz Mahallesi,https://www.emlakjet.com/ilan/remax-palmden-deniz-mh-de-11-kiralik-daire-17904912,,,,
17907142,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,11-15,Yüksek Giriş,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,,Kat İrtifakı,Hayır,16500 TL,Yok,1,,Var,,1,Genel Fiyat,Evet,299,8,16.500TL,Mersin - Yenişehir - Çiftlikköy Mahallesi,https://www.emlakjet.com/ilan/mersin-yenisehir-ciftlikkoyde-kiralik-dogalgazli-daire-17907142,2,Fransız Balkon,,
17904920,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,140 m²,165 m²,3+1,16-20,2.Kat,10,Isıtma Yok,Boş,,,Boş,,Kat Mülkiyeti,Evet,,Yok,1,,,,,Genel Fiyat,,,,360.000TL,Mersin - Mezitli - Viranşehir Mahallesi,https://www.emlakjet.com/ilan/fa-emlak-tan-viransehir-sahilinde-yapili-genis-31-daire-17904920,,,,
